Index,Time[d.s],IEs_T(15)_S(17)_EvLim(20),IEs_T(15)_S(33)_EvLim(20),IEs_T(30)_S(17)_EvLim(20),IEs_T(30)_S(33)_EvLim(20)
71755,738432.9959628902,25507.918747997897,20789.60769386134,6143.240737323636,15169.864615025666
71757,738433.0407013717,25507.918747997897,20789.60769386134,6143.240737323636,15169.864615025666
71773,738433.1745358832,25507.918747997897,20789.60769386134,6143.240737323636,15169.864615025666
71853,738434.0008316974,25507.918747997897,20789.60769386134,6143.240737323636,15169.864615025666
71876,738434.6717387468,16568.425279016083,16186.771695627933,5838.954487988949,10259.182557269442
71877,738434.7141538525,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71879,738434.7712262751,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71888,738434.9827240405,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71899,738435.2358545515,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71935,738435.9012621691,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71939,738436.0278373866,23310.200835981464,18834.257010927264,19451.681110773014,7058.455560450318
71978,738437.0368896644,17447.305495808294,26826.233758154835,17447.305495808294,21777.85222581343
71979,738437.0603450494,16397.664267615728,19299.72517525994,16397.664267615728,6086.609885382381
72043,738438.4438276008,16397.664267615728,19299.72517525994,16397.664267615728,6086.609885382381
72079,738439.4205711212,22199.00690791231,15556.39137428775,6998.895011789452,19545.46538488201
72087,738439.5566700416,23664.82155397376,21083.656867163034,10953.279225575392,25534.72085175086
72094,738439.6499391968,23664.82155397376,21083.656867163034,10953.279225575392,25534.72085175086
72105,738439.6982388928,17504.93809879983,16635.105323086635,10309.60059623237,17926.39190276231
72119,738439.8510978129,15677.426951196167,14502.969156143949,9831.874344460428,17372.51229737779
72120,738439.8516282333,15677.426951196167,14502.969156143949,9831.874344460428,17372.51229737779
72121,738439.8611655144,15677.426951196167,14502.969156143949,9831.874344460428,17372.51229737779
72134,738440.0031906709,13792.720814700706,14489.162118861574,9845.40023718007,16856.402895360126
72138,738440.0554857131,13792.720814700706,14489.162118861574,9845.40023718007,16856.402895360126
72140,738440.0773888676,13792.720814700706,14489.162118861574,9845.40023718007,16856.402895360126
72141,738440.0785356219,12088.497388993525,14439.074614196854,8141.176811472888,16366.021807732126
72146,738440.1451516692,9965.049833836221,14397.972340840142,8129.27122113148,15908.91627477921
72197,738440.9239588605,9965.049833836221,14397.972340840142,8129.27122113148,15908.91627477921
72200,738440.9449998992,9965.049833836221,14397.972340840142,8129.27122113148,15908.91627477921
72207,738441.055256197,9965.049833836221,14397.972340840142,8129.27122113148,15908.91627477921
72240,738441.6073899193,19998.230355567204,15347.061052789979,9786.408230705996,23390.65205472955
72244,738441.6999676533,19998.230355567204,15347.061052789979,9786.408230705996,23390.65205472955
72251,738441.985235591,19998.230355567204,15347.061052789979,9786.408230705996,23390.65205472955
72252,738441.9923455309,19998.230355567204,15347.061052789979,9786.408230705996,23390.65205472955
72316,738443.2678130983,19998.230355567204,15347.061052789979,9786.408230705996,23390.65205472955
72346,738444.0063572159,16685.993381774842,14351.351802117862,21501.129005319115,18371.738405229156
72350,738444.055844174,16685.993381774842,14351.351802117862,21501.129005319115,18371.738405229156
72352,738444.1180660457,16685.993381774842,14351.351802117862,21501.129005319115,18371.738405229156
72387,738444.4654052306,16103.51079434971,13967.815617866296,23141.11813548283,21418.52808474722
72390,738444.515507746,16103.51079434971,13967.815617866296,23141.11813548283,21418.52808474722
72397,738444.6930014362,14276.860625555466,13945.815930674033,22557.890932248352,20652.910585117937
72441,738445.8096699921,14276.860625555466,13945.815930674033,22557.890932248352,20652.910585117937
72499,738446.8109317485,14276.860625555466,13945.815930674033,22557.890932248352,20652.910585117937
72512,738447.1622212852,14276.860625555466,13945.815930674033,22557.890932248352,20652.910585117937
72536,738447.9942404937,15200.709968870227,15181.701103445195,15200.709968870227,19268.914987168424
72538,738448.0714528272,13307.123888985227,12619.016022007061,7897.112172143825,15533.924085373334
72543,738448.1624342374,13307.123888985227,12619.016022007061,7897.112172143825,15533.924085373334
72547,738448.2597613467,15981.928220244112,16139.754104491425,17270.308546425298,12545.335433855971
72552,738448.3104033791,14554.051893694408,16429.511598425765,15842.432219875593,13027.582557822649
72561,738448.4678652756,13945.569679375742,14406.191002091078,13120.662746089036,11820.64460473719
72562,738448.4800262103,13922.524780949718,13584.816379040338,10958.281832577813,11473.038693168632
72563,738448.4807660307,13883.323192054819,12705.94228123878,8150.347367318626,11137.596343653053
72564,738448.4826258947,13875.495289596223,11986.93793226774,6239.137003445253,10824.507650466345
72565,738448.4835382918,12803.902888317236,11443.481277660456,4459.813240560762,10547.173284456509
72567,738448.4856386937,11724.242666764569,10935.418388937207,4275.530609256335,10275.700710290279
72568,738448.4866719798,10263.63658984056,11637.939548337537,2887.9548361785282,10711.246201789041
72569,738448.4876122212,10279.254701933596,12388.319776540686,2794.8780018013313,11220.54138563449
72571,738448.4884474763,7885.6993302953,8743.913847153743,3869.917118661136,8990.474163247325
72572,738448.4888845002,6410.750731530635,8063.5460635191075,2651.4813196816303,8559.14217762121
72573,738448.489754773,6423.108711849239,6002.1460040829015,2590.9026946967015,7258.377237621028
72574,738448.4903438509,5364.387132357765,9698.106843345999,2542.932457219468,9574.531527931205
72575,738448.4909734918,5345.070367523588,8489.229910579705,3465.3801301361887,8790.22969532559
72576,738448.4915445292,3913.666993663,9125.661129316592,2458.0962744565163,9202.85482165795
72577,738448.4921740567,3848.4008535757052,7133.652359999373,3323.5950059243523,7907.5280344825815
72578,738448.4958475785,3715.778839376117,7797.206120127252,3252.6738580463384,8304.235415798117
72579,738448.4961142747,3552.55900104934,7562.548498701831,3157.0444508356118,8133.680667260152
72580,738448.4972004058,3409.206597031929,7345.4653960946935,3070.84950276782,7972.537447372782
72581,738448.4974186011,3291.4333529476307,7353.856976943418,2999.018365807979,7978.306659206279
72582,738448.49776019,3251.9530845959544,7012.705341906439,2979.750381887374,7714.52252738988
72583,738448.4979508715,2196.795770388704,5957.96493185651,2234.9334542116676,6976.20424035493
72584,738448.4985141587,3233.3836388781688,6796.372636412293,2981.4614879083388,7533.600518269683
72585,738448.4986834993,2207.112711995016,5761.908233446469,2240.265818492729,6797.539308467078
72586,738448.4996717552,3117.275141755984,6530.295305271538,2909.166919027246,7314.12882052516
72587,738448.5014101897,2143.108741930992,4388.299209161212,2191.3600981035684,5767.131640001036
72588,738448.5032653527,2122.1254948547694,5433.682836910932,2174.519956529645,6502.340961440109
72589,738448.503864185,2957.0788542153027,6168.2680337404,2803.270327671761,7006.117488067815
72591,738448.5060656478,2069.229223828501,5236.947144388869,2131.9693876232036,6319.881043282477
72592,738448.5064604634,2015.5662788755671,6500.87120949412,2089.5895209020473,7225.758857974745
72593,738448.5066899138,2760.940570487745,5805.9953851779055,2662.1958716011627,6692.520528929574
72595,738448.5085312305,1930.9896001236639,6969.053658664275,2020.8701217743728,7545.596150967574
72596,738448.5091721385,2643.261234281543,5586.281220650169,2574.3922475652907,6497.365431827849
72597,738448.5103528064,1929.7044111223654,3842.680493268609,2015.956472918978,5175.603590103117
72598,738448.5120971805,2658.5594270291167,5478.02186048018,2589.3728579369636,6386.007977598399
72599,738448.5124408491,2658.5594270291167,5478.02186048018,2589.3728579369636,6386.007977598399
72600,738448.5128402659,1959.5125314950967,5920.033769810735,2035.9607323058644,6712.048121435469
72601,738448.5132100523,2624.339837728033,5340.61581265772,2564.7646492597833,6252.315846186552
72602,738448.5140033206,1948.41881941307,4583.184841219055,2024.0278346078123,5667.028277347582
72604,738448.5181189305,1948.41881941307,4583.184841219055,2024.0278346078123,5667.028277347582
72605,738448.5218951304,2572.572943102669,5197.092010315746,2525.244280080383,6113.6369992574
72606,738448.5267318974,2550.8280544629606,4924.0624091063055,2508.495194259908,5930.433670715004
72607,738448.5280234858,1969.6513044719509,3626.511675472471,2036.9744348332397,4871.20391127945
72608,738448.5287133598,2564.8219580540285,5050.264304443816,2521.484128478165,5959.101978191865
72609,738448.5319669676,2523.91795462843,4973.649804374214,2488.658301192421,5885.826086834707
72610,738448.5329931186,2501.1385786954165,4912.9538988811555,2470.4938974131996,5825.106377231174
72611,738448.5338092687,2501.1385786954165,4912.9538988811555,2470.4938974131996,5825.106377231174
72612,738448.5355416886,2468.1194776044804,4845.212675617585,2443.6961013600494,5758.770098164949
72613,738448.5381823272,1914.7291025518487,4198.51984827352,1985.717859937182,5243.163654741977
72614,738448.5385312706,1914.7291025518487,4198.51984827352,1985.717859937182,5243.163654741977
72615,738448.5403313683,2426.210410081647,4139.277836353526,2409.585990965836,5181.841461119736
72616,738448.5429950596,1904.3366790535736,3283.14746895825,1974.6912151091085,4530.191679484207
72617,738448.543462039,2483.7417621758545,4707.180707453443,2458.3743643066496,5600.433640670969
72618,738448.5486480476,2468.7835569409403,4660.052210223317,2446.1931344720265,5550.946593127354
72619,738448.5493269357,1955.208985765675,4053.621099550465,2014.138336499184,5059.660630050612
72620,738448.550437605,2434.7832251541927,4565.316519998531,2418.1187128822835,5451.75715707002
72621,738448.5540205594,2392.6796137864776,4498.3264374397795,2382.6469291804633,5386.211106234558
72622,738448.5617344164,2372.6204640593155,4450.5467557029915,2365.7314239589373,5336.368901091229
72623,738448.5697374567,2365.658979599435,3886.0936837337717,2359.894996626986,4873.925420441748
72624,738448.5709826837,2339.62438621285,4363.366453185437,2337.7170687018256,5243.730483832343
72625,738448.5802600964,2311.302056036606,4310.928680262237,2313.4680330866313,5190.2020430393895
72626,738448.5807621491,2296.544567587481,3762.4699760558537,2300.7585574183686,4737.404740729468
72627,738448.5921065224,2296.544567587481,3762.4699760558537,2300.7585574183686,4737.404740729468
72629,738448.5955558252,1867.2279629198817,3125.521251685171,1931.9090801687414,4199.06861521955
72630,738448.5965443362,2316.425588588851,4234.22466239892,2317.8006991091156,5096.787240677401
72631,738448.6028892316,1883.6190124095783,3709.103674425033,1944.2826950091958,4660.169790002484
72633,738448.608549462,2290.5688125299616,4161.641917774605,2295.3548235775374,5017.211265424599
72636,738448.6148298242,2290.5688125299616,4161.641917774605,2295.3548235775374,5017.211265424599
72637,738448.6213301857,2260.9426859457303,4111.948444270657,2269.5638977142894,4966.320321865318
72638,738448.6224389559,2236.1746365658355,3595.712341909613,2247.9005143347895,4534.253149237052
72640,738448.6305571877,2236.1746365658355,3595.712341909613,2247.9005143347895,4534.253149237052
72641,738448.6307625275,1812.9469904383416,3554.7836216027927,1879.6374975745034,4489.833998793402
72642,738448.6332276564,1812.9469904383416,3554.7836216027927,1879.6374975745034,4489.833998793402
72643,738448.6360437843,1812.9469904383416,3554.7836216027927,1879.6374975745034,4489.833998793402
72644,738448.6368833993,2189.7515884681206,3981.1334067590337,2207.05694377428,4829.180125720962
72645,738448.6384117664,1791.6938812299286,3492.9068991314257,1859.3862880852266,4418.042014034553
72646,738448.6462733014,1791.6938812299286,3492.9068991314257,1859.3862880852266,4418.042014034553
72647,738448.6488586062,1791.6938812299286,3492.9068991314257,1859.3862880852266,4418.042014034553
72649,738448.6549666176,1791.6938812299286,3492.9068991314257,1859.3862880852266,4418.042014034553
72653,738448.6616429444,1791.6938812299286,3492.9068991314257,1859.3862880852266,4418.042014034553
72654,738448.6626910566,2308.9189480750238,4018.5597754257487,2311.0585757959702,4843.333412244125
72655,738448.6639712147,2308.9189480750238,4018.5597754257487,2311.0585757959702,4843.333412244125
72656,738448.6659113955,2036.3143144909793,3118.474886732671,2072.1352504040415,4082.4369084004916
72657,738448.6697556276,2435.91574287507,4109.757882932174,2422.728773298168,4904.0515310007195
72658,738448.6709543499,2089.0168471468446,3670.284571040104,2117.6249252480425,4531.165084546842
72659,738448.6715947385,2449.945945752429,4083.066963579705,2435.418645709412,4865.596022481419
72660,738448.6755933047,2440.9352994134306,3703.3879530667145,2427.6246710382393,4559.252802630028
72661,738448.680730372,2419.9802526193725,3602.1221738944946,2409.231246040914,4447.706554231271
72663,738448.7054881437,2393.956151688747,3978.948233349941,2386.2865771089782,4753.9214631818595
72664,738448.7096289598,2393.956151688747,3978.948233349941,2386.2865771089782,4753.9214631818595
72666,738448.718076195,2373.238584973152,3943.1517905477945,2367.98300187356,4715.858100495907
72667,738448.7204968552,2345.551829950815,3901.5599926646996,2343.4309483325887,4672.862252219399
72668,738448.7208974888,2328.2074061186036,3869.3762264351017,2328.015811532689,4637.981796586898
72669,738448.7217494202,2321.249150524726,3846.669282574731,2321.8159706184274,4611.31187668721
72671,738448.7238272447,2308.3078161925578,3819.014485961753,2310.260082772582,4580.44771635939
72672,738448.7240204064,2333.0415595045074,4732.427070037681,2636.0052417153856,5969.954890836792
72673,738448.7242726661,2358.123180006181,3831.6487837182067,2354.7906237304546,4577.6551589163655
72674,738448.7247145814,2357.2898719895256,3435.13623612738,2354.0788327600735,4234.725388027001
72675,738448.7251652909,2361.798124120569,3804.8392830093057,2358.1554201273952,4541.200788829033
72676,738448.7261491388,2361.798124120569,3804.8392830093057,2358.1554201273952,4541.200788829033
72677,738448.7264511449,2361.798124120569,3804.8392830093057,2358.1554201273952,4541.200788829033
72678,738448.7273942566,2349.4377431247094,3779.2761043575447,2347.09347294737,4512.541874861102
72679,738448.7300708893,2337.6237515304324,3754.4632682263095,2336.4964933341043,4484.589271525215
72680,738448.7304029736,2337.6237515304324,3754.4632682263095,2336.4964933341043,4484.589271525215
72681,738448.7313322974,2321.8372297059773,3726.3679565342613,2322.299896274058,4453.832784592492
72682,738448.7322829218,2299.7142543718805,3692.8608831790552,2302.362733680287,4418.403841769507
72683,738448.7329060785,2010.1283523362094,2882.924553390339,2041.448703133296,3712.3055029793436
72684,738448.7333974349,1999.5192772065825,2864.974736759467,2031.5726711458178,3689.6087905846925
72685,738448.7339451637,1999.5192772065825,2864.974736759467,2031.5726711458178,3689.6087905846925
72686,738448.7343809196,1999.5192772065825,2864.974736759467,2031.5726711458178,3689.6087905846925
72687,738448.7353294393,1995.381080749439,4221.342604365228,2027.5250433355889,4857.386408805643
72688,738448.7357815778,2268.331774969566,3612.1635052691627,2273.8681673902533,4323.725379845454
72689,738448.7369307621,2258.3104819279984,3620.491692324766,2264.740049235431,4331.02114701813
72690,738448.7379981988,2258.3104819279984,3620.491692324766,2264.740049235431,4331.02114701813
72691,738448.7394812956,2258.3104819279984,3620.491692324766,2264.740049235431,4331.02114701813
72692,738448.7399033743,2258.3104819279984,3620.491692324766,2264.740049235431,4331.02114701813
72693,738448.7423691673,1972.4347184669375,4139.867968126994,2005.8336974216402,4770.37941877912
72695,738448.7434563676,2235.6204118638066,3545.7670944869315,2244.0318455233414,4248.145586305195
72696,738448.7437691962,2221.535761818873,3183.286147680713,2231.1621960911584,3929.5131411287607
72697,738448.7444280431,2212.6200051247733,3501.439760800899,2222.969449694047,4197.946451203719
72698,738448.7470355079,2212.6200051247733,3501.439760800899,2222.969449694047,4197.946451203719
72700,738448.7502601846,2202.837832870603,4032.0263028710397,2213.975315980169,4655.47196583747
72701,738448.7523181293,1939.2553980822577,3693.8496238940816,1974.139046488071,4356.925366428123
72702,738448.7537132298,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72703,738448.7540259401,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72704,738448.7558165736,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72705,738448.756941485,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72707,738448.7594753989,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72709,738448.7613861626,1928.8845088299277,2724.6269405652397,1964.382668343933,3501.283466301881
72710,738448.764198622,1917.2423347297,2707.127937371742,1953.456632132982,3479.7986376988156
72712,738448.765313314,1906.746493049286,2690.7674753073497,1943.5638090438033,3459.3823004854908
72715,738448.7699267427,1906.746493049286,2690.7674753073497,1943.5638090438033,3459.3823004854908
72716,738448.7713663949,2157.6016064566998,3385.500711289168,2172.158700329983,4063.5228986636457
72718,738448.7808159476,2157.6016064566998,3385.500711289168,2172.158700329983,4063.5228986636457
72720,738448.7840055395,2157.6016064566998,3385.500711289168,2172.158700329983,4063.5228986636457
72722,738448.7868981101,2145.3273285115183,3888.0871870187316,2160.809086364105,4499.729960134311
72723,738448.7875024264,2145.3273285115183,3888.0871870187316,2160.809086364105,4499.729960134311
72724,738448.7876609334,2145.3273285115183,3888.0871870187316,2160.809086364105,4499.729960134311
72725,738448.7964761383,2142.6318156488437,3037.715133620376,2158.210805457144,3749.863347142654
72726,738448.7981533868,1895.3739485222118,3856.1343966397944,1931.906994866667,4462.306627913116
72727,738448.7991970575,2139.645509555764,3020.0596310688607,2155.2137083750154,3723.619223192829
72729,738448.8037590015,2139.645509555764,3020.0596310688607,2155.2137083750154,3723.619223192829
72733,738448.8146639599,2139.645509555764,3020.0596310688607,2155.2137083750154,3723.619223192829
72734,738448.8174916956,2128.90660227398,3309.0692277773296,2145.2336512915667,3970.714490449656
72735,738448.8203478672,2128.90660227398,3309.0692277773296,2145.2336512915667,3970.714490449656
72736,738448.8212106037,1889.2061348621735,2629.8238143682024,1925.343139864207,3365.8390128152505
72737,738448.8230670821,1889.2061348621735,2629.8238143682024,1925.343139864207,3365.8390128152505
72738,738448.8252361133,1889.2061348621735,2629.8238143682024,1925.343139864207,3365.8390128152505
72739,738448.825470241,1889.2061348621735,2629.8238143682024,1925.343139864207,3365.8390128152505
72741,738448.8309929564,2127.4239012192666,3288.683175598384,2143.606014566219,3943.0082962371816
72742,738448.8319221346,2109.845412279375,3263.36151949017,2127.314644788037,3915.7259238502843
72743,738448.835613293,2109.845412279375,3263.36151949017,2127.314644788037,3915.7259238502843
72744,738448.844301093,2099.030331654212,2947.4771025389086,2117.2250167528177,3633.6862658580876
72745,738448.8472824239,2096.8164067151574,3233.2954024833125,2115.0423978795716,3879.647574071474
72746,738448.8480834321,1880.9027164080321,2593.08141327993,1916.2647147396788,3307.0618231642234
72747,738448.8489984267,1880.9027164080321,2593.08141327993,1916.2647147396788,3307.0618231642234
72748,738448.8495859742,2117.3844684260835,2964.362339656078,2133.718798657388,3639.122933373877
72749,738448.8504812849,2102.31405070948,2924.1978427252507,2119.6900076612083,3593.77056329393
72751,738448.856750584,2102.31405070948,2924.1978427252507,2119.6900076612083,3593.77056329393
72752,738448.8576084424,1863.817100394583,2904.614685173879,1899.6811930296371,3571.5955067267096
72753,738448.8581188763,2082.775693729466,3214.930980790323,2101.377846527735,3849.810116589728
72754,738448.8624996619,2067.83319627962,3155.4395705453844,2087.4264310604663,3783.479069495302
72755,738448.8646457923,2067.83319627962,3155.4395705453844,2087.4264310604663,3783.479069495302
72756,738448.8697917082,2067.83319627962,3155.4395705453844,2087.4264310604663,3783.479069495302
72759,738448.8841704574,2067.83319627962,3155.4395705453844,2087.4264310604663,3783.479069495302
72760,738448.8863877532,2067.83319627962,3155.4395705453844,2087.4264310604663,3783.479069495302
72762,738448.9015725155,1848.2175005486524,2733.32286752828,1884.4482880363896,3418.023532285827
72763,738448.9087224469,1848.2175005486524,2733.32286752828,1884.4482880363896,3418.023532285827
72765,738448.9160432259,2070.6593770933,3141.9227829332717,2089.749266518187,3762.9401006584026
72767,738448.9188317305,2070.6593770933,3141.9227829332717,2089.749266518187,3762.9401006584026
72768,738448.9205623722,2070.6593770933,3141.9227829332717,2089.749266518187,3762.9401006584026
72769,738448.9250285366,1843.15451273234,3122.856595321708,1879.2223771095373,3741.655207725304
72770,738448.9253779487,2051.2460168013226,3108.4292777619644,2071.4826255208422,3724.5805951063016
72771,738448.9256806278,1833.8813915585429,3279.7773016673873,1870.1006933106191,3875.1026603455434
72772,738448.9320580963,1833.8813915585429,3279.7773016673873,1870.1006933106191,3875.1026603455434
72774,738448.9375840131,2039.1961160636629,3082.1216963494335,2060.0126218117152,3692.8334752944156
72775,738448.9377668803,2029.2963379387736,2797.3048724548994,2050.6752989062566,3435.7585498311664
72776,738448.944028661,2029.2963379387736,2797.3048724548994,2050.6752989062566,3435.7585498311664
72780,738448.9557262906,1810.0437035609953,2780.723656321553,1847.1962353470233,3416.662911534103
72781,738448.959429661,1798.4828520917038,2763.180460266457,1836.1957837556379,3396.730027566276
72782,738448.9699063215,1798.4828520917038,2763.180460266457,1836.1957837556379,3396.730027566276
72783,738448.9752738158,1798.4828520917038,2763.180460266457,1836.1957837556379,3396.730027566276
72784,738448.9836861881,1798.4828520917038,2763.180460266457,1836.1957837556379,3396.730027566276
72785,738448.984588191,1994.0006676988123,3011.230077431229,2017.4135710571202,3613.2110156673057
72786,738448.9873894227,1786.6261999398773,2426.372606820163,1824.6429390558567,3083.8779884686833
72787,738448.9915044766,1982.745541248128,2727.31980697485,2006.6148713966456,3352.298689353125
72788,738449.0054575243,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72789,738449.0065399515,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72791,738449.0136830949,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72796,738449.0326042544,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72799,738449.0558857605,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72801,738449.0601079605,1987.0274258444406,2983.880242639876,2010.436837537016,3577.1922660136056
72802,738449.0728964912,1987.1487777001312,2977.21120206558,2010.3895391855178,3567.47830929882
72803,738449.0740746696,1987.1487777001312,2977.21120206558,2010.3895391855178,3567.47830929882
72804,738449.0974499983,1987.1487777001312,2977.21120206558,2010.3895391855178,3567.47830929882
72805,738449.1060875679,1987.1487777001312,2977.21120206558,2010.3895391855178,3567.47830929882
72806,738449.124140924,1975.7038635941542,2959.9273124920373,1999.5650902467132,3548.16369111405
72807,738449.1298913172,1775.3429093801983,2696.132788586055,1812.8341329180612,3308.6447368926674
72808,738449.1319051873,1775.3429093801983,2696.132788586055,1812.8341329180612,3308.6447368926674
72809,738449.1394431586,1775.3429093801983,2696.132788586055,1812.8341329180612,3308.6447368926674
72810,738449.1455087011,1775.3429093801983,2696.132788586055,1812.8341329180612,3308.6447368926674
72815,738449.2005973989,1775.3429093801983,2696.132788586055,1812.8341329180612,3308.6447368926674
72816,738449.2232674612,1767.089452390897,3102.6570448244456,1804.885022863592,3670.7878553117303
72817,738449.2594297776,1767.089452390897,3102.6570448244456,1804.885022863592,3670.7878553117303
72818,738449.260078241,1953.4589079628656,2919.7487420610837,1978.3259071244597,3500.9849364698325
72819,738449.2633562105,1758.6092146070803,2662.32426603073,1796.4661933257269,3266.8217082735464
72820,738449.2747093557,1942.653562523484,2650.677339180684,1967.9042423171218,3252.601167414566
72821,738449.2778324353,1942.653562523484,2650.677339180684,1967.9042423171218,3252.601167414566
72823,738449.2805488093,1942.653562523484,2650.677339180684,1967.9042423171218,3252.601167414566
72826,738449.2989480811,1942.653562523484,2650.677339180684,1967.9042423171218,3252.601167414566
72828,738449.3058391783,1942.653562523484,2650.677339180684,1967.9042423171218,3252.601167414566
72831,738449.324618031,1746.6566241298553,2884.3024546193615,1784.8018393441268,3458.366966947635
72832,738449.3261340884,1925.311105504214,2868.662013735673,1951.3599879641215,3440.729714892929
72833,738449.3301796806,1917.640651838199,2871.175533147588,1944.0163449703655,3443.0214531802635
72834,738449.3316361516,1917.640651838199,2871.175533147588,1944.0163449703655,3443.0214531802635
72835,738449.3323317418,1917.640651838199,2871.175533147588,1944.0163449703655,3443.0214531802635
72838,738449.3615036315,1728.4499821156796,2845.7489477179347,1767.0315249073637,3413.162931363281
72837,738449.3615094521,1908.7638231306305,2596.3976539957453,1935.368923274335,3185.5573900005843
72839,738449.3621165975,1719.830228303105,2823.7256663238913,1758.4693153784988,3386.5162088980883
72840,738449.3740779742,1893.6992154980255,2809.7437252851764,1920.9171198935449,3370.5167739908397
72841,738449.374740881,1893.6992154980255,2809.7437252851764,1920.9171198935449,3370.5167739908397
72847,738449.4007164579,1893.6992154980255,2809.7437252851764,1920.9171198935449,3370.5167739908397
72848,738449.4011499138,1717.7822434120699,2457.3184202556636,1756.0641083161402,3058.607159202953
72849,738449.4091270773,1889.8595120185264,2445.941136569738,1916.9777966997844,3044.7406877502153
72850,738449.4177519585,1711.5758040267258,2215.4450015340904,1749.7676109434994,2827.1579408469893
72853,738449.4372297188,1711.5758040267258,2215.4450015340904,1749.7676109434994,2827.1579408469893
72855,738449.4761108574,1711.5758040267258,2215.4450015340904,1749.7676109434994,2827.1579408469893
72856,738449.49906543,1717.0562684780286,2557.044337020303,1754.6740232254824,3129.661046837516
72857,738449.5038773643,1717.0562684780286,2557.044337020303,1754.6740232254824,3129.661046837516
72860,738449.5666805633,1888.3316466404256,2776.9750698124117,1915.0470276615447,3324.901810676759
72862,738449.5854120186,1888.3316466404256,2776.9750698124117,1915.0470276615447,3324.901810676759
72863,738449.590394928,1888.3316466404256,2776.9750698124117,1915.0470276615447,3324.901810676759
72867,738449.6039599437,1709.1908793263674,3144.354915983694,1746.8294778666366,3655.9819251211293
72868,738449.6244640814,1709.1908793263674,3144.354915983694,1746.8294778666366,3655.9819251211293
72871,738449.6592249838,1705.681609066527,3132.5745533233808,1743.3047779344213,3642.3713899513477
72872,738449.6649976753,1886.8670492352974,2759.7377361093104,1913.1902136755061,3300.094967590889
72873,738449.6745803525,1886.8670492352974,2759.7377361093104,1913.1902136755061,3300.094967590889
72874,738449.6884626277,1755.143214960822,2422.7718952463447,1923.6188185184637,3114.326438582674
72876,738449.7052214188,1755.143214960822,2422.7718952463447,1923.6188185184637,3114.326438582674
72879,738449.7275556191,1630.1360834854722,2391.5373728472355,1914.1382962172256,3084.5234901453323
72880,738449.7592821808,1623.38537172665,2487.329850974641,1906.1935040370747,3271.330693933473
72881,738449.7651252054,1620.4990760272995,2385.0668418543128,1901.8559066773837,3074.9016775825803
72882,738449.7985595758,1620.4990760272995,2385.0668418543128,1901.8559066773837,3074.9016775825803
72883,738449.8226381738,1620.4990760272995,2385.0668418543128,1901.8559066773837,3074.9016775825803
72884,738449.8427311985,1620.4990760272995,2385.0668418543128,1901.8559066773837,3074.9016775825803
72885,738449.843819503,1620.4990760272995,2385.0668418543128,1901.8559066773837,3074.9016775825803
72886,738449.8508112507,1614.8939851730906,2363.755375211551,1895.006073146433,3048.149704316666
72887,738449.8609751514,1610.9860596263015,2460.6547190798733,1889.7500725625812,3234.6104547018504
72888,738449.8751304388,1610.9860596263015,2460.6547190798733,1889.7500725625812,3234.6104547018504
72889,738449.8755036357,1610.9860596263015,2460.6547190798733,1889.7500725625812,3234.6104547018504
72891,738449.9188408373,1610.9860596263015,2460.6547190798733,1889.7500725625812,3234.6104547018504
72892,738449.9282989396,1610.8957368748177,2717.6590965321607,1732.7375253103626,3359.5821295858777
72897,738450.0360715558,1616.4414398370366,2455.998912501958,1891.6454951253088,3222.2647907447763
72899,738450.0638234011,1616.4414398370366,2455.998912501958,1891.6454951253088,3222.2647907447763
72900,738450.0642202215,1616.4414398370366,2455.998912501958,1891.6454951253088,3222.2647907447763
72903,738450.1155950438,1619.1592547947103,2473.6030606548566,1892.6143451126395,3242.3268092115886
72904,738450.1234261876,1619.1592547947103,2473.6030606548566,1892.6143451126395,3242.3268092115886
72906,738450.1362857012,1619.1592547947103,2473.6030606548566,1892.6143451126395,3242.3268092115886
72909,738450.1831673089,1619.1592547947103,2473.6030606548566,1892.6143451126395,3242.3268092115886
72913,738450.2436889054,1619.1592547947103,2473.6030606548566,1892.6143451126395,3242.3268092115886
72915,738450.2772180875,1617.2065611805974,2447.175787935808,1889.2490934931673,3206.278253542041
72919,738450.3247206274,1612.3211241667614,2437.9048739750624,1883.164682950418,3193.9068399510197
72920,738450.332195336,1612.3211241667614,2437.9048739750624,1883.164682950418,3193.9068399510197
72921,738450.3415574176,1735.1421803160001,2442.923821803028,1903.625926474667,3194.611305322311
