Index,Time[d.s],IEs_T(15)_S(17)_EvLim(20),IEs_T(15)_S(33)_EvLim(20),IEs_T(30)_S(17)_EvLim(20),IEs_T(30)_S(33)_EvLim(20)
8836,736971.2066139679,31679.485066893572,32499.61185481111,31030.047671315388,29862.451260028454
8875,736971.8932685002,31679.485066893572,32499.61185481111,31030.047671315388,29862.451260028454
8899,736972.412382014,31679.485066893572,32499.61185481111,31030.047671315388,29862.451260028454
8911,736972.6370488394,32679.36962698539,32820.17349613281,32679.36962698539,30588.77664132184
8912,736972.6375302022,31329.934726109637,31329.934726109637,31329.934726109637,29387.69223174234
8925,736973.1253394019,32703.86736146972,32703.86736146972,35931.73252470114,35931.73252470114
8933,736973.4635538998,32703.86736146972,32703.86736146972,35931.73252470114,35931.73252470114
8934,736973.4695479622,32703.86736146972,32703.86736146972,35931.73252470114,35931.73252470114
8955,736973.9910661146,29717.168577037985,29709.351198257657,22296.45710778992,24543.291938559607
8964,736974.2839578395,30380.1303233679,31321.03818342867,27838.644045236324,31283.988052040797
8987,736974.8862689319,30380.1303233679,31321.03818342867,27838.644045236324,31283.988052040797
9046,736976.1574088108,34366.29835983247,34366.29835983247,34366.29835983247,36949.62901379329
9168,736978.7663721207,30658.302663965187,31411.736950964354,30658.302663965187,31284.248022926542
9182,736979.658156459,30240.571559403415,28741.536553405618,23098.383136747376,25528.121337922956
9187,736979.86484603,28629.500681818972,32512.26742803763,28415.897888713927,32256.98917106428
9193,736980.1012685031,25682.97953737232,30098.937959766696,26226.358608558563,29310.468026617633
9242,736981.6835195122,25682.97953737232,30098.937959766696,26226.358608558563,29310.468026617633
9294,736982.8489845303,25682.97953737232,30098.937959766696,26226.358608558563,29310.468026617633
9303,736982.9957563272,32019.3304084171,29581.343893446083,32019.3304084171,28514.488210677242
9363,736984.8673198418,32019.3304084171,29581.343893446083,32019.3304084171,28514.488210677242
9392,736986.3837680295,32019.3304084171,29581.343893446083,32019.3304084171,28514.488210677242
9400,736986.4979899334,33133.08900702243,30238.239665579295,29014.569325858494,26809.869100406133
9405,736986.5879244673,26691.674367730902,29922.707472857623,24514.332966844842,26484.695209091984
9451,736987.8185696682,26562.379622371856,25964.34185496975,24803.432498721984,24884.971305820913
9482,736988.8842450465,26562.379622371856,25964.34185496975,24803.432498721984,24884.971305820913
9483,736988.8868029857,30091.16981236821,28544.789606567792,26612.854692867655,22727.53269719844
9484,736988.8916162625,30091.16981236821,28544.789606567792,26612.854692867655,22727.53269719844
9485,736988.8980814584,30091.16981236821,28544.789606567792,26612.854692867655,22727.53269719844
9521,736990.1341952087,31685.281826703005,30869.859877230996,31685.281826703005,22470.314781595396
9534,736990.4720965339,30842.814399932402,30027.392450460393,27644.600439836773,22071.268789490838
9542,736990.8059022693,28115.50076139864,27300.078811926636,28115.50076139864,20630.92563112284
9569,736992.2790432805,28115.50076139864,27300.078811926636,28115.50076139864,20630.92563112284
9582,736993.1594325472,30672.941313339426,32088.94297301763,29698.196185005338,29705.865390699804
9591,736993.8129410145,29188.317319702248,31785.784434059242,27216.52630498853,27971.023922993874
9602,736994.3482343022,32257.11772325124,28878.919031262525,29420.01780774038,21100.457732602325
9633,736995.515507049,31899.602145088145,31680.729993070403,22197.39065020477,22788.370923151237
9637,736995.6021467294,31899.602145088145,31680.729993070403,22197.39065020477,22788.370923151237
9642,736995.8744426988,27158.27832302871,29295.789030665605,29262.50074110865,22758.22864451533
9646,736996.0293799578,27158.27832302871,29295.789030665605,29262.50074110865,22758.22864451533
9668,736996.5215816841,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
9700,736997.2158498481,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
9794,736999.9104303173,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
9897,737002.9905232812,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
9899,737002.99896987,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
9907,737003.0986855294,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10034,737007.2574225854,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10051,737007.7492307681,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10053,737007.8082436123,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10081,737008.5826254747,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10100,737009.3396402573,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10110,737009.5695132432,27159.72629707755,30341.817957312243,21987.366011984075,22188.117538866336
10167,737012.0585946633,27472.574840010824,27472.574840010824,32304.364658540784,30108.933310920784
10177,737012.4424060729,28331.39216114553,28331.39216114553,29657.20057052355,27239.81309759497
10186,737013.0466165999,28732.725734740496,26828.8012594776,28732.725734740496,29997.878468284453
10187,737013.2112979315,25970.808374569486,25970.808374569486,28556.4136319345,23083.763794774884
10189,737013.336869225,24263.65633921556,24263.65633921556,27507.389671764482,20265.84754207303
10191,737013.3726677924,24264.809328445386,24264.809328445386,25152.93576476988,18996.43051335366
10193,737013.3928906093,22797.13383115108,22797.13383115108,25136.107625546705,16986.743627885055
10194,737013.4036319586,22797.13383115108,22797.13383115108,25136.107625546705,16986.743627885055
10195,737013.4087289849,20844.799157786754,20844.799157786754,20752.890639499983,14902.117612288594
10198,737013.5521895352,19966.412252529663,19966.412252529663,17895.66156926579,12356.651079108855
10199,737013.598983059,19163.63768849149,19163.63768849149,16582.528210092674,10588.101154615715
10200,737013.604165442,24025.149728400236,19058.608032264343,26348.65126155109,12819.481627106623
10202,737013.6755874564,24025.149728400236,19058.608032264343,26348.65126155109,12819.481627106623
10209,737013.8631689118,24025.149728400236,19058.608032264343,26348.65126155109,12819.481627106623
10229,737014.540670835,24025.149728400236,19058.608032264343,26348.65126155109,12819.481627106623
10231,737014.6704916754,26846.44366287314,24118.2783739482,30855.128354871995,20772.673677722334
10236,737014.8486763018,26846.44366287314,24118.2783739482,30855.128354871995,20772.673677722334
10237,737015.099724363,24101.112023280362,18340.558060649953,24101.112023280362,11988.74571814275
10240,737015.2866873223,24101.112023280362,18340.558060649953,24101.112023280362,11988.74571814275
10268,737016.1694962257,24101.112023280362,18340.558060649953,24101.112023280362,11988.74571814275
10273,737016.3254574301,24101.112023280362,18340.558060649953,24101.112023280362,11988.74571814275
10279,737016.7939281112,17697.788312337634,25523.564703681343,13071.870244105125,15508.964221667464
10281,737016.8036304523,29924.52456022877,21177.812063572957,29924.52456022877,19921.283043569758
10283,737016.8501242572,29924.52456022877,21177.812063572957,29924.52456022877,19921.283043569758
10286,737016.8744384139,25599.95452491571,21604.90906430142,29794.058542139897,18246.716702573704
10290,737017.0064843345,25599.95452491571,21604.90906430142,29794.058542139897,18246.716702573704
10350,737018.9101604215,25599.95452491571,21604.90906430142,29794.058542139897,18246.716702573704
10352,737018.9598718497,25599.95452491571,21604.90906430142,29794.058542139897,18246.716702573704
10359,737019.3608348075,25599.95452491571,21604.90906430142,29794.058542139897,18246.716702573704
10361,737019.374054987,17476.926973850204,20101.431141265955,11125.114631342998,11296.533804110479
10362,737019.3740752462,23259.081742317725,18271.70901888856,21606.393976167827,12466.213316771908
10411,737021.6351444984,23860.268774186872,18423.222759097265,11302.40351223121,12636.44203140562
10419,737021.8848963602,26702.225328498665,16197.974579845126,17681.814286111603,10000.476192201257
10429,737022.2452856216,15651.113468677773,13837.284749642902,8900.902686834728,10086.704853896073
10442,737022.5836810328,15651.113468677773,13837.284749642902,8900.902686834728,10086.704853896073
10444,737022.7982352487,15651.113468677773,13837.284749642902,8900.902686834728,10086.704853896073
10454,737023.0751646596,15651.113468677773,13837.284749642902,8900.902686834728,10086.704853896073
10455,737023.0768821572,19435.910304418154,29128.763867122325,19435.910304418154,24705.835256481165
10468,737023.3128345032,16445.88038257326,27199.00951240853,16445.88038257326,22939.665785622496
10489,737023.9966650619,23108.12871832882,12617.877495372511,19852.290387927584,8660.889151563179
10537,737025.5743528062,25912.781518011685,20133.106893026183,21332.000134082897,17744.633890915433
10538,737025.5745863956,23602.400682410764,18029.134505487767,21279.92995050175,15287.621559769448
10540,737025.5807741227,21155.745624078823,16865.975448604444,19812.501111601054,13194.006445045074
10545,737025.7485460052,21155.745624078823,16865.975448604444,19812.501111601054,13194.006445045074
10555,737026.1813304638,21155.745624078823,16865.975448604444,19812.501111601054,13194.006445045074
10571,737026.5009438122,20590.433645607038,15593.613555769862,20590.433645607038,15593.613555769862
10583,737027.676640852,18765.697730353808,15122.890626607536,18765.697730353808,12337.448069338743
10611,737028.7356660904,22846.13336089908,28395.5870361421,22846.13336089908,19288.062827279853
10619,737029.04546809,22846.13336089908,28395.5870361421,22846.13336089908,19288.062827279853
10630,737029.380725664,21022.50216727759,19879.901046722225,21022.50216727759,16578.39923982034
10659,737030.7245258312,18106.809994621555,22793.710966918614,18106.809994621555,15805.465848250935
10708,737032.1504009309,19495.389801389585,18003.071488723777,22519.70817750869,9270.290254844867
10729,737033.0826209727,15153.218802137653,16354.989392205705,12498.889501496393,12513.807266775348
10738,737033.5133427794,16137.312545287154,16504.032021598803,13482.98324464589,11338.9269092246
10863,737038.8691925076,20985.06228548949,19600.471865667216,16811.401584720046,13135.54428781934
10868,737038.9097580386,18206.88177149971,16728.0332354158,13925.045306508031,12591.592971216216
10915,737041.0470211221,15738.250018748595,15664.73233124842,13077.171989911212,12862.051897484525
10920,737041.1626397858,15738.250018748595,15664.73233124842,13077.171989911212,12862.051897484525
10956,737042.3755778236,18345.6193978539,17922.150404810596,25051.707498182885,9370.399209575067
10972,737042.661539347,14708.478737086627,14853.792557590135,8878.667517159287,13125.534646952266
10975,737042.6833246434,18040.47597302274,16563.97188854766,8869.176334185675,12693.25506977397
10987,737043.0822944856,20545.044212633944,19626.271873939102,20545.044212633944,17460.832205318362
11011,737043.6851373033,15171.961102339565,16495.078000930163,8843.381774700956,14757.029782578882
11039,737045.2427202716,15233.063076499544,17072.329463355167,13638.501279241325,15849.682843535114
11043,737045.3930157186,16828.06347056342,17794.322066490608,16828.06347056342,24960.828072395292
11080,737047.0702859609,17022.58938052355,17382.5721581937,14827.651813444945,15596.533154768045
11130,737049.4271337667,21078.729924979863,18108.89184005914,16580.406530173062,17849.012673686346
11257,737053.9328059879,21078.729924979863,18108.89184005914,16580.406530173062,17849.012673686346
11278,737055.8145552992,20357.422902118757,18091.619799747736,16489.744791802164,14119.405650185918
11386,737060.8420721802,20637.704295751664,22180.457566857574,13097.192100385051,17610.814786571387
11415,737062.4812681429,21754.648982943112,21754.648982943112,21754.648982943112,19010.62011951437
11467,737064.3996866569,23039.09115909168,23039.09115909168,15280.931623019456,17834.734033344535
11512,737066.110204479,20168.264450839626,21632.787265992072,17723.153190830802,16428.430140244927
11533,737066.9900138669,22685.99998555235,21590.423862948577,22685.99998555235,16778.047562818676
11547,737067.8848635445,26003.996207940094,19881.827765350277,26003.996207940094,21125.5307139268
11559,737068.4284108958,27429.451442681962,22502.261350344357,20893.086310913684,18335.99550418454
11574,737068.927926039,27429.451442681962,22502.261350344357,20893.086310913684,18335.99550418454
11583,737069.1422843132,29461.871489833164,23323.30670895023,29461.871489833164,23323.30670895023
11585,737069.1515613213,29461.871489833164,23323.30670895023,29461.871489833164,23323.30670895023
11586,737069.1524319651,29461.871489833164,23323.30670895023,29461.871489833164,23323.30670895023
11588,737069.1869287118,24893.703319925735,19015.2271223342,20152.91750346295,18869.88060865937
