Index,Time[d.s],logM_T(15)_S(17)_EvLim(20),logM_T(15)_S(33)_EvLim(20),logM_T(30)_S(17)_EvLim(20),logM_T(30)_S(33)_EvLim(20)
89398,736534.074759683,1.2300868947974106,1.2306995697053489,0.6156295085215409,0.6159462909434072
89400,736534.1567671583,1.2302015857511361,1.2308118638285597,0.6156845831302007,0.6160001756852386
89401,736534.1657942403,1.2369442522073044,1.184202530594745,0.6184721261036522,0.6185714600640831
89404,736534.2697452123,1.2302357375121404,1.2308823491889032,0.6157009844772858,0.6160340026366746
89418,736534.626982807,1.2303713001070444,1.230978048478834,0.6157660957952693,0.6160799354077898
89419,736534.6359431725,1.2303970591867672,1.2310401176611174,0.6157784693523508,0.6161097299899906
89421,736534.6427831699,1.2311471252638477,1.2317379936480628,0.6161389570430672,0.6164449002328914
89428,736534.9419454143,1.2311471252638477,1.2317379936480628,0.6161389570430672,0.6164449002328914
89433,736535.0968168818,1.2311471252638477,1.2317379936480628,0.6161389570430672,0.6164449002328914
89434,736535.1026384982,1.2311471252638477,1.2317379936480628,0.6161389570430672,0.6164449002328914
89437,736535.1953372092,1.2336897201374113,1.2342313743671567,0.6173635613911165,0.6176449279991375
89438,736535.1982296938,1.2339377396080784,1.2344516559581384,0.6174832244314105,0.6177511293764859
89450,736535.3795719789,1.2339864096680675,1.2344994704511076,0.6175067106977739,0.6177741853407283
89464,736535.7508388509,1.2314324566095782,1.234538277436806,0.6162761839799045,0.6177982370348655
89465,736535.9661542462,1.234110179839567,1.234644096477939,0.6175664435327832,0.6178439316911942
89473,736536.2429413312,1.234110179839567,1.234644096477939,0.6175664435327832,0.6178439316911942
89481,736536.386557448,1.224155656813404,1.233993850848442,0.6175017020346715,0.6175198562013072
89496,736536.879125895,1.234183376499501,1.234503829956716,0.6176017732122802,0.6178848662684089
89535,736537.9893088602,1.234183376499501,1.234503829956716,0.6176017732122802,0.6178848662684089
89539,736538.065074721,1.2351753079924968,1.2354850261377421,0.618080848656491,0.6183655248646776
89541,736538.2624402998,1.2357095881079811,1.2360136729503273,0.6184720109206093,0.6187491701997927
89543,736538.2784995637,1.2357508680989788,1.2360545219620926,0.6184917899970565,0.6187832767491295
89561,736538.8617705797,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89564,736539.1632053533,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89584,736539.9971800576,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89607,736541.1524755289,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89661,736542.9454125544,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89667,736543.1489054929,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89669,736543.1719097913,1.2358176915281698,1.2361206490161625,0.6185238105597678,0.618789594389632
89700,736544.4867473473,1.1976262025223996,1.235755826351683,0.5768472189727037,0.6182485105658613
89740,736546.3920555343,1.1976262025223996,1.235755826351683,0.5768472189727037,0.6182485105658613
89741,736546.3940687936,1.23556227243116,1.235643147338038,0.6182458255877172,0.6185303852835876
89742,736546.4012959917,1.235879141813986,1.2359591376440235,0.6183992817781987,0.6186808699578636
89754,736546.8764807603,1.235879141813986,1.2359591376440235,0.6183992817781987,0.6186808699578636
89762,736547.2235102421,1.1993696613194695,1.2323589317189325,0.5868896734622532,0.6185968013624839
89764,736547.3531436219,1.1993696613194695,1.2323589317189325,0.5868896734622532,0.6185968013624839
89766,736547.3874971789,1.1993696613194695,1.2323589317189325,0.5868896734622532,0.6185968013624839
89769,736547.440625756,1.2323143602433888,1.2324264710913355,0.618388877246835,0.6186797945657652
89774,736547.675535104,1.2323143602433888,1.2324264710913355,0.618388877246835,0.6186797945657652
89776,736547.7327140614,1.2323143602433888,1.2324264710913355,0.618388877246835,0.6186797945657652
89846,736550.0932324639,1.1919996568519338,1.1920122381746359,0.577994112818979,0.5878122028686725
89848,736550.0957442175,1.1919996568519338,1.1920122381746359,0.577994112818979,0.5878122028686725
89866,736550.4930347695,1.1924034351311097,1.1987851227753443,0.5754880390708897,0.5876171100630597
89877,736550.9711162201,1.199295878144995,1.1908548121758924,0.6183765366076738,0.6186676995496768
89891,736551.4562926443,1.1910186434301737,1.1906626341373516,0.6184111184500899,0.6186911278119805
89892,736551.4609856658,1.1917909784019862,1.1914758428556163,0.6185048579542091,0.6187934768406708
89893,736551.4611946797,1.1919087876949583,1.189104498656692,0.6185708553775922,0.6188581744043141
89898,736551.6488433549,1.1919087876949583,1.189104498656692,0.6185708553775922,0.6188581744043141
89903,736551.9612821264,1.1919087876949583,1.189104498656692,0.6185708553775922,0.6188581744043141
89906,736552.0374282054,1.1919087876949583,1.189104498656692,0.6185708553775922,0.6188581744043141
89928,736553.0215513845,1.1919087876949583,1.189104498656692,0.6185708553775922,0.6188581744043141
89944,736553.4869733127,1.191944235710426,1.1749313911938943,0.6184529104853647,0.6186297358685058
89991,736556.4515481262,1.1760058837082767,1.1742809870044937,0.6173374893106461,0.6185739642177684
89994,736556.6005075778,1.1743554136458316,1.1741340139062875,0.618539836789235,0.6185873993698596
90001,736556.9021778416,1.1742438141959066,1.1740936774627555,0.6185552977336249,0.6186028096275522
90002,736556.9768927252,1.1742438141959066,1.1740936774627555,0.6185552977336249,0.6186028096275522
90038,736558.5567108204,1.1742438141959066,1.1740936774627555,0.6185552977336249,0.6186028096275522
90046,736558.7681398918,1.1932624048488556,1.1910236386989808,0.578680692341977,0.5890354608053711
90129,736561.7067146968,1.1932624048488556,1.1910236386989808,0.578680692341977,0.5890354608053711
90130,736561.7100454981,1.1932624048488556,1.1910236386989808,0.578680692341977,0.5890354608053711
90145,736562.4954129651,1.1766299057432676,1.170284711118364,0.616544719525078,0.6167065804527255
90146,736562.5021582837,1.1688864575865217,1.1688864575865217,0.6165853369201716,0.6166292511832558
90247,736565.6858197935,1.1629725000207334,1.1765533528256287,0.5814862500103667,0.5938341951630368
90252,736566.0291191844,1.1629725000207334,1.1765533528256287,0.5814862500103667,0.5938341951630368
90271,736567.004606243,1.170192894917619,1.170192894917619,0.5952413997457459,0.5954941439125837
90274,736567.0567893562,1.170192894917619,1.170192894917619,0.5952413997457459,0.5954941439125837
90298,736568.2207161903,1.1600416640112172,1.1600416640112172,0.5870772382403973,0.5869130084681385
90307,736568.6487473024,1.1597494084606566,1.1597494084606566,0.5870152635541573,0.5822688806655998
90308,736568.7014437177,1.1643952047518247,1.1643952047518247,0.5884684982270343,0.5799079657196992
