GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E,Cluster
1646639,363160.5,4705048.31,13410,732373.4081,1.79,-6.07,2
1646679,357978.6,4800485.14,2770,732373.4889,2.13,-6.06,2
1646689,344366.65,4668425.61,11850,732373.5188,1.72,-5.85,2
1646709,347843.13,4717875.46,4000,732373.5933,1.75,-5.75,2
1646759,326081.44,4733887.56,13510,732373.8202,1.79,-5.73,2
1646809,381514.51,4766783.25,4010,732374.5175,1.83,-5.92,2
1646909,362855.87,4664964.91,4000,732375.6683,2.01,-5.03,2
1647029,293337.52,4818315.25,10200,732377.5389,1.89,-6.29,2
1647049,318923.23,4733615.88,17410,732377.6496,2.11,-5.79,2
1647109,319709.06,4733906.48,18020,732378.1417,1.97,-5.7,2
1647139,305600.17,4792729.06,8270,732378.2318,1.65,-6.2,2
1647149,326043,4761780.28,0,732378.2354,2.73,-5.56,2
1647239,320252.34,4781644.75,4310,732378.4708,1.88,-6.12,2
1647249,320661.79,4782056.25,9900,732378.4957,2.45,-5.68,2
1647489,298251.72,4813497.24,8710,732380.0645,1.63,-6.42,2
1647509,357812.05,4727706.88,11160,732380.2548,2.11,-5.67,2
1647519,313834.84,4798277.45,10570,732380.2908,1.83,-6.05,2
1647589,327667.58,4762150.36,900,732380.7553,1.93,-6.2,2
1647599,317110.88,4734163.7,12680,732380.7644,2.3,-5.9,2
1647629,357975.48,4728881.11,4000,732381.3623,2.01,-5.73,2
1647679,235582.47,4853610.63,2960,732382.2866,2.28,-5.88,2
1647709,300446.77,4811041.93,6790,732382.3365,1.95,-6.08,2
1647719,360253.79,4745465.39,15530,732382.3454,1.95,-4.53,2
1647729,360007.98,4745437.06,16710,732382.3482,1.86,-6.09,2
1647799,312311.01,4781303.45,14670,732383.564,1.76,-6.29,2
1647959,317709.83,4720812.75,28690,732384.4313,1.94,-5.84,2
1648029,357080.43,4800192.96,2860,732384.7519,1.75,-5.87,2
1648039,312653.66,4797532.02,12490,732384.7824,2.31,-5.39,2
1648089,327061.25,4761721.15,2060,732385.3165,1.95,-6.08,2
1648179,340932.05,4741407.19,10950,732385.682,1.75,-6.17,2
1648189,282737.94,4744252.64,21790,732385.7039,2.21,-5.95,2
1648209,340036.09,4767150.35,4010,732385.829,1.55,-6.58,2
1648329,349034.35,4738958.44,4000,732386.3517,1.7,-6.03,2
1648419,298186.53,4803728.1,9520,732386.8756,1.63,-5.71,2
1648549,395101.23,4679405.18,11700,732387.7013,1.81,-6.25,2
1648619,355949.72,4723279.4,4000,732388.201,1.91,-5.89,2
1648679,298910.48,4734280.61,4010,732388.6726,2.01,-5.84,2
1648739,329913.03,4762238.67,13120,732388.9194,1.87,-6.05,2
1648779,258496.56,4864862.43,1590,732389.1062,2.08,-6.06,2
1648919,352731.99,4745033.41,14250,732389.4366,1.57,-6.32,2
1648979,362823.6,4665432.06,4000,732389.6422,1.86,-6.2,2
1649059,361146.08,4757245.66,20050,732390.0962,1.96,-5.96,2
1649199,353601.03,4799800.7,1930,732390.6411,1.51,-6.19,2
1649219,352395.34,4799182.46,19330,732390.6741,1.59,-6.3,2
1649289,295284.34,4812864.18,270,732390.9035,1.84,-6.17,2
1649439,340499.48,4766750.62,4920,732391.7871,1.65,-6.17,2
1649449,317787.93,4733434.59,15000,732391.8327,2.2,-5.73,2
1649459,320202.26,4812775.71,13430,732391.8645,1.65,-6.5,2
1649479,318737.7,4773938.81,4780,732391.8798,1.72,-6.2,2
1649549,325522.95,4769850.19,4010,732392.7812,1.93,-6.03,2
1649559,328593.57,4770772.56,9260,732392.783,1.96,-5.96,2
1649569,327788.4,4770181.63,10,732392.785,1.73,-6.41,2
1649689,328382.65,4766266.2,10,732393.8173,1.56,-5.93,2
1649719,328593.62,4666069.34,4000,732394.2071,2.39,-5.97,2
1649799,353420.77,4799715.72,7470,732394.5986,2.05,-6.07,2
1649899,303605.79,4738046.57,4010,732395.1992,1.94,-5.89,2
1650139,272165.32,4791757.58,9030,732396.196,1.85,-6.24,2
1650549,327515.32,4759342.76,710,732399.2883,2.27,-6.27,2
1650669,281247.93,4840723.13,600,732400.0526,2.12,-6.01,2
1650699,340717.52,4723201.68,10730,732400.4394,2.04,-5.83,2
1650999,282046.27,4814335.56,3340,732401.9338,1.65,-6.07,4
1651009,317554.92,4733607.43,14120,732401.9501,3.25,-5.23,4
1651049,318727.6,4733965.5,17990,732402.0283,1.93,-5.86,4
1651079,334072.55,4716990.97,4040,732402.2202,2.23,-5.84,4
1651149,283099.65,4836371.05,4000,732402.4455,1.67,-5.46,4
1651159,311848.11,4718335.5,2520,732402.5603,2.37,-5.91,0
1651229,361621.17,4715698.65,9900,732402.8149,2.05,-6.1,0
1651279,297402.1,4741504.83,4010,732403.0487,1.97,-6.11,0
1651609,358006.02,4699430.36,21380,732404.3399,1.99,-5.93,0
1651659,299033.55,4805481.41,12170,732404.4703,2.05,-6.04,0
1651699,339718.88,4753579.72,12460,732404.7729,1.58,-6.2,4
1651739,327936.64,4765388.41,15820,732405.1089,3.59,-5.4,4
1651759,321193.32,4792044.38,9970,732405.1803,1.51,-6.52,4
1651829,329650.78,4767101.25,12740,732405.552,1.89,-6.21,4
1651839,296671.62,4809442.8,2360,732405.6486,1.84,-6.44,4
1651939,379202.03,4774688.7,18390,732406.5486,2.45,-5.98,4
1651969,355894.14,4800084.8,2750,732406.6793,1.71,-6.17,4
1651979,356687.57,4799256.85,2960,732406.6876,1.63,-6.21,4
1652049,294858.17,4813499.67,1490,732407.0772,2.09,-6.01,4
1652119,327487.92,4765377.49,1050,732407.8522,1.99,-5.99,4
1652299,318660.36,4733900.59,11000,732408.4839,2.09,-5.86,4
1652389,337895.35,4777212.44,4000,732409.0907,1.75,-6.42,4
1652429,313190.09,4717554.7,4010,732409.302,2.73,-5.74,4
1652799,358338.83,4787056.04,15590,732411.1718,1.75,-6.15,4
1652849,342672.4,4689826.84,20360,732411.4989,2.13,-5.73,4
1652969,347780.88,4740374.78,8220,732412.068,2.19,-5.64,4
1653159,356271.5,4800287.87,2720,732413.6845,1.5,-6.34,0
1653179,330346.25,4754360.56,10490,732413.7673,2.17,-5.71,0
1653189,295577.08,4811298.98,1430,732413.7908,1.73,-6.46,0
1653249,343816.13,4719842.52,9470,732413.9586,1.72,-5.97,0
1653289,343060.62,4734280.91,11440,732414.0408,2.27,-5.92,0
1653309,344141.77,4734289.75,11070,732414.1122,1.79,-5.75,0
1653369,377027.87,4720707.3,570,732414.4029,1.93,-5.77,0
1653429,261967.29,4851057.69,4000,732414.8258,1.79,-6.16,0
1653439,331667.58,4741605.05,10050,732414.8606,1.73,-5.97,0
1653479,382452.23,4767300.27,11590,732414.9626,1.53,-6.38,0
1653899,232920.82,4864975.62,6450,732416.4756,1.52,-6.06,0
1654199,246197.93,4874910.38,23540,732417.8855,4.2,-4.51,0
1654209,249182.69,4874407.14,20510,732417.8883,1.85,-6,0
1654219,248037.63,4875974.6,24910,732417.8925,1.98,-6.38,0
1654239,248679.96,4875761.04,24320,732417.9023,1.76,-6.46,0
1654249,248452.05,4875680.72,24560,732417.9101,1.84,-6.17,0
1654359,330261.92,4763807.94,11300,732418.2079,1.55,-6.6,0
1654609,368035.26,4736480.22,14360,732418.8246,1.95,-6.16,0
1654859,367570.79,4735733.72,16930,732419.2093,2.77,-5.62,0
1654949,315895.44,4808668.52,13670,732419.5647,1.92,-6.36,0
1655059,354712.09,4798665.66,1700,732420.6148,1.6,-6.49,0
1655249,270100.2,4851594.85,12560,732421.4155,1.75,-5.56,0
1655359,360792.85,4712871.33,8990,732421.8911,2.14,-5.96,0
1655469,298887.98,4723066.8,4040,732422.3158,1.99,-6.16,0
1655599,295002.99,4808937.48,8880,732422.6107,1.65,-6.47,0
1655689,316698.52,4726017.88,4040,732422.709,2.42,-5.97,0
1655819,301037.87,4721915.57,19150,732423.3309,2.44,-5.89,0
1656209,306092.52,4770918.84,7740,732424.6215,1.51,-6.41,0
1656309,306205.37,4771449.13,11020,732424.8744,1.93,-6.14,0
1656319,287170.47,4818340.77,4010,732424.8817,1.82,-6.96,0
1656369,300815.26,4722166.48,1330,732424.9805,1.79,-6.38,0
1656399,306028.77,4771543.07,11150,732425.0884,1.72,-6.3,0
1656439,305847.12,4771459.31,11100,732425.1017,2.23,-5.99,0
1656579,300896.81,4722719.84,18770,732425.5028,2.02,-5.97,4
1656719,299296.84,4722165.8,13010,732425.9923,2.79,-5.63,4
1656729,299186.38,4722602.46,4040,732425.9941,2.37,-5.93,4
1656769,299907.73,4722003.66,16910,732426.1006,2.67,-5.76,4
1656849,299605.03,4723457.26,4050,732426.1964,2.02,-6.1,4
1656879,303967.88,4723943.75,30050,732426.2533,2.26,-5.9,4
1656909,300833.12,4722788.35,4050,732426.3787,1.78,-5.75,4
1656949,306408.55,4771143.28,9290,732426.5063,1.95,-6.19,0
1657009,391039.96,4721417.12,11630,732426.5706,1.76,-5.79,0
1657119,295429.76,4809647.09,2210,732426.8959,1.74,-6.51,0
1657129,286690.51,4817244.21,3430,732426.9024,1.73,-6.33,0
1657139,356557.53,4785426.85,19500,732426.9895,1.87,-6.26,0
1657189,300596.82,4722561.75,4040,732427.0859,1.98,-6.25,0
1657239,305805.22,4771705.03,11700,732427.2306,1.81,-6.23,0
1657249,305827.58,4772204.55,13260,732427.257,2.09,-6.16,0
1657259,349019.92,4745391.59,11750,732427.2756,2.03,-5.75,0
1657399,296973.36,4737227.11,4010,732427.8383,2.05,-6.06,0
1657409,296860.75,4737574.99,4050,732427.8403,2.21,-5.71,0
1657589,331911.05,4764545.07,12290,732428.4707,2.1,-6.29,0
1657619,305194.56,4745581.32,4010,732428.5306,2.05,-5.97,2
1657649,329520.54,4768415.75,4010,732428.697,2.26,-5.67,2
1657679,306286.79,4771446.82,10560,732428.7786,1.86,-6.06,2
1657699,305995.13,4770932.72,4000,732428.787,2.44,-5.7,2
1657709,334360.73,4686174.29,74040,732428.7963,2.62,-5.72,2
1657729,306777.79,4771232.85,2530,732428.823,1.51,-11.37,2
1657739,306193.39,4771027.12,4000,732428.8253,2.01,-6.17,2
1657839,300236.97,4722605.45,4010,732429.0863,2.15,-6.1,2
1657959,337506.23,4821193,22300,732429.3715,1.89,-6.7,2
1658049,292758.14,4852830.01,2590,732429.5323,1.83,-5.23,2
1658079,354738.79,4799153.97,210,732429.6104,1.61,-6.06,2
1658119,371758.98,4697364.77,6830,732429.6982,1.78,-5.96,2
1658209,293751.39,4816501.63,4000,732429.8252,1.89,-5.55,2
1658259,293966.64,4809769.44,4010,732429.889,1.62,-6.55,2
1658289,319003.07,4796103.45,2560,732430.0432,1.83,-6.26,2
1658319,248611.58,4871002.83,2280,732430.0988,1.94,-6.31,2
1658399,329764.76,4768731.92,3590,732430.4544,1.87,-6.3,2
1658439,308801.37,4723975.4,40470,732430.7993,1.59,-6.27,2
1658449,298654.38,4721239.71,4010,732430.8121,2.28,-5.8,2
1658499,299278.84,4721543.93,4010,732430.9619,1.99,-6.07,2
1658589,343737.5,4769342.52,4010,732431.2992,1.98,-6.35,2
1658639,299318.57,4721498.32,17180,732431.4594,2.25,-5.71,2
1658749,299753.06,4721763.62,4010,732431.9903,2.48,-5.69,2
1658759,299702.11,4721420.55,10990,732432.0149,2.18,-5.97,2
1658779,305566.9,4771634.01,9610,732432.0906,1.71,-6.56,2
1658789,322687.96,4778335.8,11000,732432.1122,1.78,-6.4,2
1658799,299702.11,4721420.55,10080,732432.1705,2.33,-5.83,2
1658809,301108.73,4721524.55,1630,732432.1767,2.13,-6.09,2
1658829,299813.31,4722428.73,4040,732432.1973,2.43,-5.87,2
1658849,298828.53,4720734.52,10020,732432.2483,2.29,-5.71,2
1658869,305303.81,4721261.03,15080,732432.341,2.42,-5.92,2
1658939,318660.07,4809027.1,11500,732432.6344,1.55,-6.18,4
1658949,299909.98,4722081.4,4010,732432.6661,3.05,-5.51,4
1658959,299051.97,4723062.04,16010,732432.6695,2.17,-5.99,4
1658969,299914.14,4722225.76,4010,732432.6938,2.55,-5.77,4
1658979,300366.72,4733071.35,4010,732432.7141,2.04,-6.09,4
1659009,300980.29,4721339.29,3400,732432.7714,2.13,-6,4
1659019,298426.73,4721879.84,4010,732432.7935,2.23,-5.92,4
1659049,299170.94,4721502.59,4040,732432.87,1.72,-6.29,4
1659069,297227.01,4722114.88,4020,732432.9274,2.07,-6.08,4
1659089,300797.08,4721533.49,20880,732432.9981,2.61,-5.85,4
1659219,340465.9,4724029.65,12830,732433.6047,1.99,-5.67,2
1659229,316564.8,4804971.46,15680,732433.6373,1.67,-6.46,2
1659329,300343.34,4722024.45,4020,732433.9815,2.35,-6.09,2
1659339,375105.7,4771874.15,15110,732434.0184,2.28,-5.86,2
1659359,302110.5,4720962.42,4040,732434.0634,2.05,-6.18,2
1659369,374955.94,4770366.07,16480,732434.1474,2.73,-5.64,2
1659379,373865.87,4771752.54,14820,732434.2011,2.57,-5.66,2
1659399,302260.06,4765204.54,10120,732434.2758,1.94,-5.98,2
1659459,375897.81,4770659.94,3830,732434.4307,1.97,-6.06,2
1659469,300939.39,4770266.84,9390,732434.4713,2.11,-5.77,2
1659579,375977.81,4770580.72,4040,732434.8313,1.83,-6.06,4
1659639,376087.06,4770767.59,4010,732435.0391,2.31,-6.03,4
1659649,376087.06,4770767.59,4010,732435.0391,2.33,-6.03,4
1659769,300625.43,4740321.6,4010,732435.4246,2.35,-5.67,4
1659819,376551.07,4770759.18,3630,732435.6337,2.05,-6.1,4
1659849,300550.06,4770889.53,13300,732435.7672,1.86,-6.47,4
1659899,302452.73,4734378.45,14000,732435.988,2.3,-6.02,4
1659959,352794.18,4798873.77,1680,732436.3446,1.74,-6.34,4
1659969,300523.08,4733378.04,4010,732436.3744,2.43,-5.84,4
1660039,353644.58,4800688.64,1710,732436.673,1.77,-6.46,4
1660049,300465.9,4734235.5,4010,732436.7161,1.93,-6.22,4
1660059,382274.97,4725392.54,15410,732436.7877,2.27,-6,4
1660079,300826.31,4770581.36,10810,732436.8394,2.49,-5.58,4
1660099,301322.67,4772234.16,9730,732436.9818,1.72,-6.32,4
1660149,300752.29,4737628.24,4020,732437.1314,1.71,-5.97,4
1660159,301777.3,4805033.52,2650,732437.1737,1.81,-6.67,4
1660169,300303.62,4722070.05,4010,732437.2922,2.41,-5.93,4
1660179,320916.2,4780904.87,2090,732437.3686,1.75,-6.51,4
1660269,301404.27,4771398.16,16580,732437.8241,1.64,-6.44,4
1660309,300778.79,4770349.33,10300,732437.9229,1.65,-6.39,4
1660319,301202.6,4722222.04,4040,732437.9346,1.85,-6.16,4
1660329,300223.33,4771421.5,4000,732437.9463,3.37,-5.06,4
1660339,301177.88,4770059.82,4010,732437.9504,1.56,-6.53,4
1660349,300288.84,4770874.94,14210,732437.9519,3.23,-5.54,4
1660369,301017.59,4770153.41,10770,732437.9685,2.5,-5.74,4
1660379,300623.45,4722060.85,4010,732437.9982,2.79,-5.81,4
1660399,300513.4,4769634.59,11030,732438.0424,1.68,-6.45,4
1660439,300850.83,4770024.89,11160,732438.1575,2.14,-6.02,4
1660469,301616.74,4799836.1,8420,732438.2865,1.79,-6.48,4
1660519,300724.99,4770739.93,10500,732438.5878,2.18,-6,4
1660559,301208.26,4769703.26,7480,732438.6239,1.87,-6.17,4
1660569,301032.97,4769841.74,9680,732438.653,2.13,-6.09,4
1660659,376631.07,4770679.97,6190,732438.884,2.23,-6.01,4
1660689,301009.5,4769875.77,9560,732438.9542,2.18,-5.81,4
1660699,301825.85,4722204.2,4040,732438.9821,2.08,-6.02,4
1660949,321873.1,4738406.42,20470,732439.779,2.69,-5.73,4
1661099,300584.93,4770688.44,13140,732440.5153,2.17,-5.92,4
1661189,376121.32,4770411.48,4040,732441.1577,1.99,-5.52,4
1661419,322456.73,4783509.47,6390,732442.2062,2.39,-5.69,4
1661479,301257.6,4804181.76,2420,732442.5378,2.88,-5.61,4
1661529,319826.16,4793169.71,4010,732442.6673,2.27,-5.94,4
1661649,355219.79,4798510.34,0,732443.3645,2,-6.15,4
1661789,301274.83,4770590.52,14520,732443.8101,1.83,-6.33,4
1661909,353486.56,4678861.16,7540,732444.1734,2.25,-6.06,4
1662129,301835.16,4739119.72,4010,732445.162,2.1,-6.21,2
1662159,299121.2,4782680.39,6580,732445.2254,2.16,-6.2,2
1662239,376039.08,4771712.72,15240,732445.8704,1.82,-6.08,4
1662269,292114.82,4817774.84,4000,732445.993,1.67,-6.44,4
1662279,300634.8,4770442.45,10840,732446.0663,1.81,-6.54,4
1662289,300558.88,4770633.63,12460,732446.0891,2.23,-6.02,4
1662299,376324.75,4770852.15,4010,732446.0972,2.26,-5.98,4
1662339,377809.1,4771436.41,12000,732446.242,2,-6.1,4
1662379,375379.51,4769925.08,4010,732446.7257,2.38,-5.73,4
1662389,328878.72,4766542.69,0,732446.761,2,-6.26,4
1662599,297496.55,4808306.37,1640,732447.5611,1.89,-6.46,4
1662639,299108.7,4720770.86,4010,732447.877,3.81,-4.99,4
1662669,326211,4798304.04,10010,732447.907,1.57,-6.48,4
1662769,296468.08,4809949.18,960,732448.2597,1.78,-6.55,4
1662779,354177.02,4682301.61,6570,732448.3384,1.74,-5.95,4
1662829,299643.7,4721955.72,4040,732448.5159,2.15,-5.83,4
1662849,373300.34,4772429.56,17130,732448.5668,2.04,-6.14,4
1663009,299072.36,4782403.95,6350,732449.2074,2.46,-5.99,4
1663089,353535.86,4797913.24,1010,732449.6721,1.83,-6.18,4
1663159,292109.67,4817608.24,4000,732449.8815,2.01,-6.41,4
1663299,317367.8,4733656.83,12940,732450.4686,2.06,-5.62,4
1663379,283225.93,4832041.94,11320,732451.1428,2.23,-6.25,4
1663449,345843.85,4748861.85,10990,732451.2982,2.89,-5.53,4
1663499,347142.69,4749577.25,9830,732451.3193,2.08,-5.74,4
1663519,346205.68,4748598.2,9540,732451.3468,2.1,-5.89,4
1663529,346514.31,4748513.53,10220,732451.3659,2.35,-5.67,4
1663549,307673.38,4839821.23,10790,732451.3883,2.71,-5.75,4
1663559,346863.07,4747661.35,10080,732451.4381,1.74,-5.84,4
1663629,338614.33,4714939.58,24670,732451.7666,2.03,-6.01,4
1663699,341665.81,4709014.28,35750,732452.5776,2.39,-5.63,4
1663719,311262.32,4805839.99,4010,732452.6802,2.08,-6.49,4
1663729,362888.95,4790684.57,18390,732452.7188,2.46,-12.79,4
1663739,313629.16,4748981.83,950,732452.7452,2.02,-5.32,4
1663759,379131.04,4763770.11,18650,732452.9927,2.47,-5.78,4
1663899,314836.05,4809631.13,8170,732454.0935,2.07,-6.48,4
1663929,374995.84,4770320.9,11870,732454.3937,2.59,-5.64,4
1663969,355225.01,4798754.67,10,732454.6723,1.91,-6.19,4
1663979,330139.11,4776890.21,14220,732454.7683,1.63,-6.27,4
1663989,377301,4770801.21,4020,732454.9316,2.01,-6.11,4
1664019,300895.03,4722086.39,4040,732455.0481,2.01,-6.08,4
1664049,365786.85,4706941.21,8970,732455.2561,1.61,-4.68,4
1664139,320197.57,4782035.17,7980,732455.7291,1.79,-6.25,4
1664159,374154.84,4771969.38,15940,732455.8374,2.03,-5.87,4
1664379,251470,4847270.27,360,732457.0185,3.53,-5.39,4
1664389,249935.99,4846793.74,4010,732457.0196,2.61,-5.99,4
1664409,348262.69,4765829.48,15670,732457.0747,2.07,-6.05,4
1664469,315094.95,4814636.68,280,732457.4116,1.87,-6.5,4
1664519,374501.18,4772207.4,14770,732457.8648,1.6,-6.02,4
1664589,297154.3,4738088.75,4010,732458.2088,1.83,-6.07,4
1664599,352578.06,4750436.21,13550,732458.3047,2.35,-5.79,4
1664639,352356.41,4750385.42,14140,732458.5018,2.17,-5.85,4
1664759,348117.38,4737078.72,11620,732459.1388,1.78,-6.03,4
1664859,317074.02,4690582.02,12790,732459.711,2.25,-6.03,4
1664879,298910.29,4722421.52,1730,732459.9384,2.59,-5.76,4
1665029,362548.03,4708592.9,13900,732460.2582,1.75,-5.91,4
1665279,361114.05,4800353.37,780,732461.6567,2.16,-6.19,4
1665479,347713.21,4737309.84,11680,732463.2387,1.66,-6.02,4
1665489,258708.05,4856735.81,3900,732463.2418,1.96,-12.04,4
1665499,258239.14,4856241.25,4000,732463.2586,2.36,-5.69,4
1665529,258786.41,4856232.49,2320,732463.2705,3.03,-5.14,4
1665539,258480.87,4856688.45,4000,732463.2808,2,-5.76,4
1665679,338979.22,4809067.18,550,732463.772,2.39,-5.83,4
1665719,258311.49,4856016.18,4000,732464.0372,1.98,-6.12,4
1665739,329290.04,4757531.48,3850,732464.1318,1.65,-6.09,4
1665779,370904.18,4745446.21,4010,732464.5299,1.94,-5.64,2
1665829,343051.56,4743591.84,3740,732464.8523,1.82,-5.95,2
1665889,315624.22,4807342.2,10540,732465.2865,1.75,-6.5,2
1665909,298565.24,4777361.38,10790,732465.427,2.47,-5.83,2
1665929,298463.6,4776953.12,10700,732465.4353,3.08,-5.38,2
1665969,316516.75,4804694.91,9320,732465.8241,1.77,-6.41,2
1666039,342514.6,4805405.65,10380,732466.1612,1.53,-6.16,2
1666499,329980.18,4760014.56,11080,732468.116,1.8,-5.57,2
1666609,342042.28,4806694.57,10000,732468.6633,1.75,-6.18,2
1666669,341220.68,4807247.22,2190,732469.057,1.65,-5.99,2
1666679,335237.08,4746152.23,11200,732469.1031,2.21,-5.24,2
1666759,353750.31,4799953.03,1660,732469.4422,1.54,-7.36,2
1666829,374721.93,4771814.53,15830,732469.7705,1.91,-6.04,2
1666929,352211.34,4724880.14,11320,732470.1624,2.69,-5.81,2
1667089,374961.05,4733874.11,13950,732470.6877,1.94,-5.81,2
1667099,365557.39,4709956.02,20260,732470.698,1.77,-5.75,2
1667179,377605.17,4695171.71,5350,732471.2056,1.97,-5.92,2
1667249,319938.67,4700986.17,15010,732471.463,1.91,-5.58,2
1667389,353587.04,4724795.38,4010,732472.1888,2,-5.46,2
1667559,318756.46,4735064.9,15600,732472.8284,1.69,-5.91,2
1667649,361358.58,4719814.18,4000,732473.1536,2.17,-5.82,2
1667679,288852.07,4819821.98,2580,732473.3122,1.99,-5.72,2
1667699,286578.9,4829010.28,16730,732473.4117,2.35,-5.98,2
1667709,289251.78,4819664.91,1730,732473.4196,2.24,-6.27,2
1667819,289021.44,4820061.24,1730,732473.9168,2.01,-5.74,2
1667829,288134.25,4820155.84,5130,732473.9825,2.01,-5.86,2
1667969,289352.71,4819528.34,0,732474.6331,2.69,-5.8,2
1667979,288655.33,4821028.84,3370,732474.6779,2.11,-6.3,2
1668009,289055.24,4819848.95,2040,732474.7089,2.03,-6.31,2
1668019,288770.06,4820302.6,4010,732474.7122,2.37,-6.08,2
1668039,288150.79,4822990.28,7810,732474.7178,2.14,-6.12,2
1668049,335160.81,4695632.58,7450,732474.7499,1.99,-5.91,2
1668069,305028.84,4786409.87,11830,732474.7651,1.72,-6.48,2
1668219,353512.39,4801324.83,3360,732475.4364,1.76,-6.58,2
1668359,366588.76,4660339.29,10350,732475.9848,1.75,-6.08,2
1668459,289087.16,4820092.53,1220,732476.4291,1.97,-5.64,2
1668489,359616.16,4711539.71,11610,732476.4424,1.72,-6.07,2
1668589,354616.08,4748304.11,22700,732477.0541,1.57,-11.45,2
1668619,389410.2,4734882.79,18060,732477.1183,1.97,-6.17,2
1668709,352168.67,4717104.32,25600,732477.533,1.67,-6.04,2
1668719,288727.09,4820737.53,3550,732477.5525,2.06,-6.11,2
1668729,352944.03,4800170.51,16360,732477.5685,1.82,-6.03,2
1669399,302047.3,4805392.42,2470,732479.0151,2.44,-5.74,2
1669429,328048.91,4768230.38,2700,732479.0417,1.62,-6.19,2
1669789,347931.01,4718140.17,9140,732479.8091,1.61,-5.93,2
1669919,351578.15,4741947.37,7350,732480.092,1.9,-6.12,2
1670129,293995.47,4810713.47,11700,732481.0239,2.05,-6.14,2
1670659,294741.64,4811268.78,9530,732482.1532,1.77,-6.11,2
1670709,343855.51,4718675.06,3900,732482.2106,2.24,-5.92,2
1670799,312477.44,4799081.81,1510,732482.4352,1.81,-6.3,2
1670809,311080.01,4798731.67,12060,732482.4395,1.94,-6.09,2
1671229,313558.62,4721489.85,16630,732483.6941,1.93,-5.89,2
1671239,359675.69,4802549.62,5830,732483.7095,1.67,-6.52,2
1671289,300114.3,4725465.34,4090,732483.9536,1.91,-6.17,2
1671309,300275.37,4723938.05,10640,732483.9815,2.39,-5.97,2
1671339,300290.19,4721603.64,19010,732484.0222,3.29,-5.37,2
1671369,300455.19,4723343.81,14990,732484.1127,2.23,-5.86,2
1671409,300592.35,4722406.28,18240,732484.1532,2.29,-6.01,2
1671439,299163.86,4721825.11,15970,732484.2025,2.41,-5.82,2
1671479,348831.97,4738685.12,9940,732484.2703,2.22,-5.86,2
1671589,301918.73,4721145.72,18690,732484.554,2.11,-5.84,2
1671659,301750.32,4719561.23,4040,732484.813,1.73,-6.06,2
1671809,300009.93,4722700.91,10010,732485.0579,1.59,-6.05,2
1671819,331714.02,4767472.4,5820,732485.0739,1.51,-6.53,2
1671889,305898.71,4722866.94,22410,732485.333,2.11,-5.94,2
1671989,300323.77,4722769.66,4010,732485.6078,2.65,-5.72,2
1672029,299870.98,4723005,4010,732485.7977,2.47,-5.89,2
1672039,299444.46,4722161.53,4010,732485.8067,3.13,-5.38,2
1672049,300851.31,4723421.33,4050,732485.8098,1.67,-6.41,2
1672059,300479.57,4722765.18,10010,732485.8108,2.35,-5.85,2
1672089,299936.58,4723003.11,12360,732485.8421,2.09,-5.96,2
1672149,299996.8,4723668.22,16010,732485.933,2,-6.02,2
1672179,351626.07,4750612.25,14660,732486.0333,1.88,-5.98,2
1672239,300795.32,4722900.58,4010,732486.0992,2.09,-6.09,2
1672249,300718.11,4723069.51,4010,732486.0992,2.11,-6.08,2
1672289,369074.78,4699502.86,4010,732486.1952,1.6,-6.09,2
1672309,300042.3,4720977.28,10330,732486.2744,3.54,-5.36,2
1672319,299659.04,4721066.14,4010,732486.3032,3.35,-5.32,2
1672479,291423.67,4819241.45,3410,732486.745,1.83,-6.22,4
1672509,301527.9,4721256.92,4010,732486.8476,1.77,-5.83,4
1672529,301441.11,4721092.69,4010,732486.8803,1.91,-6.09,4
1672679,301620.75,4720198.43,4040,732487.1428,1.67,-6.09,4
1672719,301163.28,4723712.46,4050,732487.2617,2.04,-6.08,4
1672729,299300.57,4720876.44,4040,732487.2743,2.18,-5.89,4
1672819,301106.91,4722891.63,10330,732487.378,2.15,-5.94,4
1672899,300334.96,4723158.34,11020,732487.7017,2.14,-5.95,4
1672939,299923.12,4722536.7,4010,732487.8087,1.92,-6.06,4
1673029,301220.37,4721410.21,16610,732487.9594,2.16,-5.94,4
1673039,300272.53,4722415.48,14000,732487.9671,2.64,-5.79,4
1673069,299648.51,4722122.29,13850,732487.9869,2.65,-5.72,4
1673089,299704.74,4722932.01,4010,732488.0049,2.07,-6.1,4
1673139,300999.89,4719160.38,4010,732488.2608,2.18,-5.88,4
1673209,328050.86,4770897.33,2170,732488.5551,2.51,-5.84,4
1673219,353387.4,4798549.78,850,732488.6196,1.83,-6.27,4
1673259,300863.79,4720998.1,4040,732488.7866,2.07,-6.02,4
1673369,409880.06,4675191.04,10590,732489.0509,1.65,-6.31,4
1673419,284942.74,4817021.9,2760,732489.1748,1.66,-5.74,4
1673589,284358.97,4816996.1,4360,732489.7156,1.69,-5.94,4
1673619,330030.44,4677278.33,13970,732489.7738,1.99,-6,4
1673909,284232.57,4818356.53,7610,732491.1281,1.96,-6.26,2
1673949,318420.61,4811267.5,17530,732491.1917,1.71,-5.83,2
1673999,353913.44,4800371.72,1450,732491.504,1.99,-6.33,2
1674059,357518.04,4719780.9,11280,732491.8723,1.63,-5.82,2
1674079,301038.3,4723360.39,14880,732491.951,2.19,-5.86,2
