GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E
1828391,362189.21,4706655.98,12720,734957.0893,1.63,-6.69
1828751,299548.96,4735106.75,4000,734957.1295,1.83,-6.19
1828831,361719.9,4707031.87,12450,734957.3018,1.74,-6.28
1829111,362974.84,4706895.98,13750,734957.3033,1.58,-6.3
1829151,361657.98,4706810.92,11410,734957.3574,1.73,-6.47
1829201,361703.91,4707054.4,15510,734957.5414,1.59,-6.26
1829711,362904.08,4706641.87,13250,734957.5571,1.9,-6.41
1829751,361433.43,4707093.1,11300,734957.559,1.82,-6.14
1829931,362120.18,4706490.72,11540,734957.5881,1.81,-6
1829961,357504.96,4777885.19,21860,734957.6448,1.51,-6.08
1830201,389005.85,4676888.81,5660,734957.6612,1.93,-6.27
1830321,362097.18,4708235.23,14070,734957.6924,1.52,-6.17
1830511,296542.18,4808913.12,5130,734957.7191,1.83,-6.44
1830621,363007.49,4706884.23,13880,734957.73,1.7,-6.16
1830731,311766.57,4802113.61,12090,734957.8941,1.61,-6.38
1831201,345100.92,4740534.48,9510,734957.9173,2.03,-6.31
1831401,361673.31,4706755.07,12680,734958.1299,1.89,-5.47
1831561,361360.23,4706305.84,12100,734958.203,2.29,-6.24
1831821,361624.61,4707200.39,11970,734958.2771,1.91,-5.87
1832031,362952.84,4704941.31,15090,734958.2788,1.68,-6.14
1832071,362828.91,4706998.83,13430,734958.2808,1.75,-11.62
1832091,326992,4765112.21,2520,734958.3214,2.15,-6.16
1832231,318954.02,4801550.58,12070,734958.5342,1.5,-5.92
1832481,363104.79,4704305.13,19090,734958.5795,1.62,-6.02
1832651,361368.18,4706705.6,12320,734958.9521,2.31,-11.53
1833481,361923.63,4707772.1,11020,734959.0011,1.54,-5.96
1833581,377535.18,4690230.16,19830,734959.2562,1.82,-6.33
1834161,386094.52,4764406,17810,734959.3273,1.73,-6.13
1834251,374621.29,4704588.36,14640,734959.4616,1.95,-5.73
1834611,270913.42,4833474.73,5690,734959.6189,1.55,-6.17
1835211,334367.91,4758240.32,10420,734959.7531,1.61,-6
1835501,363055.6,4731767.01,11020,734960.127,1.61,-6.12
1836271,362787.84,4731894.52,12710,734960.1291,2,-6.26
1836311,362991.42,4731834.93,12780,734960.1337,1.85,-6.04
1836341,288923.12,4822599.1,4000,734960.4367,2.32,-5.86
1836861,287364.83,4820647.07,5430,734960.5054,2.59,-5.79
1836911,359221.81,4747763.89,3590,734960.7432,1.75,-5.64
1837221,311969.63,4807076.23,9930,734960.856,1.96,-6.23
1837471,377602.04,4677522.35,6430,734960.8632,1.88,-5.98
1837481,285348.53,4811205.53,5610,734961.0033,1.71,-6.08
1837781,322454.22,4790566.51,2410,734961.3785,1.63,-6.15
1838601,359233.14,4747519.25,3510,734961.4695,2.17,-5.01
1838791,322662.43,4771090.73,7760,734962.0038,1.68,-6.09
1840341,372653.46,4739703.8,17170,734962.4597,1.68,-6.08
1841361,328166.89,4768060.72,3520,734962.4897,1.51,-6.39
1841491,317949.11,4723673.48,11560,734962.5857,1.64,-6.09
1841641,361465.9,4716146.1,10770,734962.9027,1.51,-6.47
1842421,358627.01,4715814.49,9750,734962.943,1.92,-6.25
1842631,312168.73,4729851.05,4010,734963.2038,2.6,-5.63
1842871,361544.64,4715977.9,10630,734963.238,1.75,-5.79
1842931,362480.92,4715170.58,14180,734963.2439,1.52,-11.72
1842981,360838.01,4715536.56,11130,734963.2643,1.69,-6.36
1843021,323051.72,4744454.56,11000,734963.3155,1.63,-5.91
1843211,362264.24,4715008.24,13290,734963.3202,2.25,-6.02
1843281,362264.24,4715008.24,13280,734963.3202,2.2,-6.02
1843251,362776.06,4715564.66,13760,734963.3222,1.97,-5.79
1843321,362301.09,4714796.44,13430,734963.3246,2.09,-6.02
1843341,358773.38,4747017.63,0,734963.6026,2.49,-5.69
1844421,359268.79,4748062.89,3770,734963.6222,1.83,-5.83
1844491,359433.51,4748126.18,3800,734963.6247,1.77,-6.71
1844541,326000.25,4766193.06,3720,734963.6397,1.85,-6.76
1844601,374278.5,4684578.63,7920,734964.2641,1.87,-5.46
1846641,341942.24,4718273.96,11470,734964.7429,2.07,-6.08
1846721,293363.42,4810977.38,4000,734965.2854,1.52,-5.98
1848321,350610.72,4732391.42,11690,734965.8293,1.94,-5.74
1849031,299930.8,4741208.66,5780,734965.92,1.59,-6.16
1849191,302734.3,4804760.96,6030,734965.9335,1.59,-6.2
1849221,310526.63,4811395.82,12000,734965.9583,1.58,-6.16
1849321,359280.58,4747840.45,3730,734965.9864,1.67,-6.28
1849351,350718.83,4732466.86,11850,734966.1451,1.62,-6.19
1849581,350735.2,4732466.5,11860,734966.1451,1.76,-5.95
1849531,361535.58,4715111.59,11210,734966.1705,2.13,-6.2
1849631,302523.33,4805033.9,5680,734966.1785,2.47,-5.82
1849681,319414.25,4800560.25,11510,734966.9273,1.68,-5.65
1852301,354481.72,4798137.28,3070,734967.5681,1.56,-5.82
1852521,374874.68,4745795,16560,734967.7966,1.59,-6.26
1853351,374625.28,4704810.45,14260,734968.2191,1.57,-6.06
1853471,338790.79,4811349.72,2490,734968.5225,1.61,-6.25
1854751,249176.93,4836667.32,4000,734968.752,1.92,-6.65
1855391,374066.2,4704354,15000,734968.8186,2.35,-6.07
1855551,301823.89,4702810.66,5900,734968.8226,2.5,-5.94
1855631,374989.55,4704492.89,14850,734968.9475,2.04,-6.09
1855941,374640.12,4704721.32,15070,734969.0317,1.71,-6.1
1856151,248668.2,4836241.51,4000,734969.1075,1.55,-6.22
1856301,347951.66,4811836.91,2810,734969.155,1.53,-6.31
1856361,300092.18,4741693.02,4900,734969.2965,2.17,-6.2
1856751,308795.37,4804608.93,360,734969.3225,1.57,-5.88
1856821,301524.53,4781398.29,71900,734969.3363,1.86,-7.08
1858101,359242.01,4747952.34,3660,734970.3676,1.86,-6.4
1859121,313830.21,4808413.98,12730,734970.4523,1.91,-6.14
1859421,327417.7,4754489.14,11900,734970.4987,1.57,-6.11
1860261,356315.58,4704852.79,11870,734971.2003,1.62,-6.08
1861811,348139.7,4811199.31,3650,734971.6677,1.99,-5.92
1862911,348058.02,4811167.81,3650,734971.6677,2.01,-6.07
1862941,364736.07,4714193.18,15490,734972.0798,1.67,-6.06
1867201,374298.7,4745583.33,14600,734973.576,2.82,-6.03
1872731,332234.38,4729568.61,8170,734975.121,1.53,-5.95
1872971,398026.36,4745779.5,20450,734975.2062,1.51,-6.35
1873301,399505.35,4746335.31,17240,734975.2405,2.25,-6.08
1878511,261176.38,4858203.67,20850,734976.7342,2.07,-5.69
1880271,326712.33,4768875.33,3410,734977.7303,1.64,-6.29
1882091,327766.78,4766737.3,2550,734977.8481,1.6,-6.23
1882561,349129.54,4727946.27,18690,734978.1058,1.81,-11.5
1883091,326178.12,4763888.23,2640,734978.192,1.96,-6.58
1883601,281393.01,4814423.44,3570,734978.3317,3.56,-5.82
1883751,280856.38,4815107.97,3000,734978.3354,1.63,-5.19
1883801,281428.82,4814778.06,3270,734978.3378,2.41,-6.2
1883851,281212.16,4814840.68,3050,734978.3422,1.56,-5.76
1883991,313251.66,4734433.66,4000,734978.3831,1.53,-6.3
1884471,313251.96,4734444.77,4000,734978.3831,1.81,-5.91
1884521,281438.91,4815089.04,3390,734978.4875,2.13,-6.44
1885221,281435.31,4814977.97,3370,734978.5037,2.35,-6
1885431,281333.37,4815081.34,3230,734978.5045,1.53,-5.93
1885461,280989.23,4814959.11,3010,734978.5111,2.29,-6.22
1885531,281591.36,4814795.02,3080,734978.5116,1.64,-5.91
1885561,281144.91,4814765.04,3000,734978.5403,1.53,-6.18
1885901,281457.42,4814910.55,3170,734978.5733,2.29,-6.2
1886671,281488.86,4814631.57,3000,734978.5983,1.59,-5.95
1886911,281167.23,4814953.32,3370,734978.616,1.69,-6.13
1887141,281106.26,4814821.89,3050,734978.6313,1.51,-6.08
1887381,281056.48,4815034.75,3000,734978.6581,1.55,-6.35
1887571,281689.53,4814825.19,3190,734978.6666,2.23,-6.18
1887791,281214.9,4815174.14,2920,734978.6982,1.6,-5.97
1888191,281134.71,4815198.98,3000,734978.6982,1.54,-6.42
1888221,281513.33,4814886.5,3090,734978.7019,1.5,-6.42
1888271,281591.72,4814806.13,3230,734978.7026,2.27,-6.18
1888321,281575.18,4814795.54,3150,734978.7296,1.63,-5.91
1888631,281650.16,4814859.82,3140,734978.7414,1.82,-6.17
1888971,281572.85,4814973.51,3200,734978.7723,1.54,-6.15
1889281,281723.51,4814623.97,3000,734978.7894,3,-6.19
1889521,281712.73,4814791.09,3090,734978.7894,2.87,-5.74
1889511,281690.25,4814847.4,3300,734978.7901,2.52,-5.61
1889551,281486.18,4814798.43,3200,734978.7904,2.47,-5.82
1889571,281736.28,4814768.09,3140,734978.8132,1.65,-6.39
1890161,281257.26,4814483.44,3070,734978.8139,2.55,-6.15
1890211,281727.47,4814746.14,3140,734978.8285,1.61,-5.82
1890411,280994.65,4815125.71,3200,734978.8507,2.57,-6.12
1890571,281108.73,4814399.32,3290,734978.8507,2.41,-5.91
1890601,281570.86,4814662.27,3010,734978.8568,2.35,-5.84
1890811,281793.65,4815288.78,3700,734978.8721,2.65,-5.84
1891061,281775.66,4814733.46,3070,734978.8756,2.2,-5.82
1891131,281892.53,4814840.85,3140,734978.88,1.57,-5.95
1891321,281806.22,4814676.88,3140,734978.888,2.02,-6.18
1891631,281871.31,4814685.89,3010,734978.8889,1.73,-6.02
1891681,281871.31,4814685.89,3000,734978.8889,1.85,-6.24
1891731,281530.24,4814908.18,3330,734978.89,2.49,-6.3
1891801,281293.07,4814838.05,3010,734978.8928,1.81,-5.82
1891911,281326.16,4814859.22,3020,734978.8928,1.77,-6.21
1891951,280968.57,4815070.96,3000,734978.8968,2.02,-6.11
1892171,280936.2,4815072.02,3020,734978.8975,1.51,-6
1892221,281016.39,4815047.17,3000,734978.9004,1.78,-6.03
1892291,280889.61,4814884.52,3000,734978.9009,2.72,-6.21
1892351,281804.42,4814621.34,3190,734978.9039,2.12,-5.76
1892501,282029.35,4815314.5,3790,734978.9288,1.72,-6.04
1893041,281705.73,4815324.98,3710,734978.9303,1.9,-6.22
1893071,281055.76,4815012.54,3000,734978.9319,1.56,-6.17
1893101,323981.03,4822567.25,8140,734978.9323,1.81,-6.31
1893221,281722.81,4815102.06,3660,734978.9482,1.69,-4.16
1893541,281574.65,4815029.04,3260,734979.0052,1.52,-6.28
1894431,281837.69,4814898.22,3200,734979.0498,1.53,-6.48
1894831,281334.61,4814870.06,3060,734979.0539,1.65,-6.27
1894901,281775.66,4814733.46,3000,734979.0565,1.51,-5.91
1894991,280851.91,4815219.29,3200,734979.1055,2.12,-6.38
1895741,280764.49,4815022.01,3000,734979.1069,1.75,-6.09
1895811,280908.32,4814961.74,3010,734979.1098,1.66,-4.72
1895911,281061.9,4815201.35,3250,734979.1136,2.32,-6.29
1896081,240546.89,4867008.96,12530,734979.1312,1.64,-5.97
1897651,282089.6,4814423.1,8300,734979.2511,3.25,-5.52
1897811,281919.68,4815429.23,3880,734979.253,2.31,-5.47
1897851,281598.56,4815017.15,5250,734979.2545,1.98,-12.56
1897971,281471.08,4814832.28,3260,734979.2622,3.36,-6.07
1898341,281620.51,4815194.33,3200,734979.2678,1.58,-5.5
1898691,281742.4,4814956.89,3170,734979.2701,1.73,-6.03
1898861,281735.39,4814990.48,3190,734979.2701,1.71,-6.14
1898871,281718.49,4814968.79,3190,734979.2701,1.7,-6.13
1898811,281655.56,4815026.42,3390,734979.2711,1.51,-6.13
1898901,281957.61,4814849.86,3430,734979.2719,1.56,-6.27
1898941,281945.03,4814961.45,3480,734979.2719,1.5,-6.5
1898981,281814.67,4814687.72,3010,734979.2829,1.53,-6.34
1899371,282034.93,4814736.18,3550,734979.2869,1.76,-6.37
1899481,281781.05,4814900.05,3360,734979.2907,1.75,-6.11
1899691,281634.7,4814882.56,3450,734979.2941,1.68,-6.24
1899791,281052.15,4814901.47,3000,734979.3034,2.19,-6.18
1900001,281467.47,4814721.21,3040,734979.305,2.37,-6.02
1900011,281554.9,4815418.82,3960,734979.305,2.26,-6.06
1900071,281168.31,4814986.64,3070,734979.3057,2.23,-5.98
1900101,280978.46,4815126.23,3090,734979.3073,1.83,-6
1900231,280980.27,4815181.76,3140,734979.3073,1.73,-6.32
1900181,281129.45,4814787.78,3050,734979.3121,1.94,-6.16
1900421,281306.78,4815260.1,3030,734979.3197,1.95,-6.18
1900671,281140.28,4815120.97,3050,734979.3197,1.81,-6.27
1900601,281665.07,4814570.27,3010,734979.3242,1.54,-6.22
1900731,280767.02,4815099.76,3040,734979.335,1.63,-6.73
1900971,280912,4814327.89,3000,734979.3425,4.39,-6.26
1901161,281814.31,4814676.61,3040,734979.3744,1.59,-15.69
1901881,281169.03,4815008.86,3000,734979.3826,1.71,-6.29
1902021,281134.86,4814954.37,3070,734979.3943,1.97,-6.23
1902181,281168.31,4814986.64,3150,734979.3943,1.93,-6.26
1902151,281710.21,4814713.34,3040,734979.4173,1.85,-6.27
1902611,342891.16,4734751.4,10250,734979.4213,2.21,-6.22
1902681,343122.82,4734135.06,11880,734979.4213,2.14,-5.93
1902701,360728.39,4705540.83,18500,734979.4325,1.94,-5.9
1902931,360728.39,4705540.83,18530,734979.4325,1.99,-6.16
1902911,280837.53,4815275.35,3310,734979.4398,2,-6.18
1903011,280769.19,4815166.4,3090,734979.4551,1.54,-6.04
1903331,281261.64,4815117.03,3010,734979.4755,1.57,-6.21
1903591,280928.11,4815072.28,3010,734979.4822,1.55,-6.3
1903731,280811.09,4815209.5,3220,734979.5202,2.19,-6.34
1904481,281692.05,4814902.94,3290,734979.5453,1.51,-5.99
1904871,281950.06,4815116.94,3340,734979.5752,1.78,-6.45
1905251,282119.06,4815333.83,3490,734979.5758,2.15,-5.51
1905291,281251.02,4815039.55,3150,734979.6004,2.3,-6.04
1905651,280966.76,4815015.43,3000,734979.602,1.63,-5.93
1905771,281518.74,4815053.09,3560,734979.6116,1.77,-5.61
1906271,280979.19,4815148.44,3170,734979.6237,1.73,-6.19
1906621,294168.41,4812131.12,4910,734979.6518,2.79,-6.23
1907111,294158.62,4812075.84,5860,734979.6522,2.03,-5.6
1907141,294200.44,4812119.03,5080,734979.6536,2.21,-6.17
1907171,280998.26,4815236.77,3260,734979.6832,2.1,-5.96
1907671,281026.07,4814846.73,3010,734979.7052,1.53,-6.47
1908031,281096.94,4815033.43,3000,734979.718,2.09,-6.64
1908161,280930.64,4815150.02,3290,734979.7188,2.15,-12.23
1908191,280995.37,4815147.92,3260,734979.7208,1.66,-6.04
1908251,280828.13,4814986.59,3000,734979.7214,2.07,-6.41
1908321,281979.73,4814782.44,3120,734979.7603,1.5,-6.09
1908981,281652.68,4814937.57,3140,734979.7623,1.66,-6.47
1909031,282384.28,4814769.35,2390,734979.7698,1.8,-6.25
1910021,294216.34,4812374.22,5420,734979.9767,1.91,-5.89
1912471,280728.74,4815167.71,3380,734980.0265,2.25,-5.66
1912511,280850.1,4815163.76,3280,734980.03,1.59,-5.8
1912731,280940.9,4815216.4,3330,734980.0392,1.99,-6.4
1912991,280797.08,4815276.67,3190,734980.0804,1.63,-6.08
1913591,280673.55,4815213.98,3290,734980.1151,1.58,-6.2
1914141,281283.9,4814805,3000,734980.1219,1.65,-6.43
1914261,281283.9,4814805,3000,734980.1219,1.57,-6.52
1914311,270828.13,4874955.88,39230,734980.1607,3.85,-6.34
1915021,280654.11,4815114.55,3270,734980.1656,1.65,-4.97
1915161,281235.56,4815062.28,3320,734980.2133,1.71,-6.32
1917211,294092.22,4812289.08,5230,734980.3371,1.83,-5.08
1917271,280613.66,4815115.87,3100,734980.3555,1.54,-6.15
1917481,280612.58,4815082.55,3100,734980.3555,1.53,-6.35
1917461,280732.36,4815278.78,3120,734980.3675,1.52,-6.45
1917741,280713.28,4815190.45,2960,734980.3912,1.59,-6.35
1918021,350962.35,4717885.57,10160,734980.5423,2.07,-6.37
1919501,281678.73,4814492,3010,734980.5794,1.77,-5.95
1920341,282143.36,4814332.42,3060,734980.614,1.68,-6.3
1920631,280451.48,4815110.04,3060,734980.6251,1.75,-6.19
1920831,280656.65,4815192.3,3120,734980.6515,1.61,-6.27
1921031,282249.8,4814618.05,3000,734980.6652,1.51,-6.35
1921251,308708.83,4744893.72,6890,734980.6844,1.59,-6.19
1921491,282142.65,4814310.21,3100,734980.6901,1.67,-6.1
1921631,296592.84,4808711.5,3460,734980.7653,1.97,-6.25
1922641,282242.26,4814384.81,3290,734980.7772,2,-5.97
1922781,282439.17,4814211.68,3590,734980.7786,1.85,-6.06
1922841,282128.43,4814621.97,3290,734980.7818,1.57,-6.21
1922911,282164.94,4814498.49,3210,734980.8071,1.81,-6.07
1923251,282053.62,4815313.71,3610,734980.8494,2.07,-6.24
1923861,282251.59,4814673.58,3410,734980.852,1.68,-6.18
1923931,281652.7,4815437.88,4470,734980.8528,1.73,-6.18
1924501,282212.77,4814474.71,3440,734980.8915,1.76,-5.79
1924551,282005.81,4814336.87,3050,734980.8967,1.58,-6.11
1924711,280833.56,4815153.18,3250,734980.9388,1.8,-6.23
1925211,281617.63,4815105.47,3570,734980.9527,2.12,-6.2
1925351,282141.55,4814777.2,3560,734980.9738,1.71,-6.01
1925791,281476.48,4814998.87,3240,734980.9854,1.63,-6.2
1926531,282175.9,4814587.08,3470,734981.1249,1.56,-6.28
1927301,282148.75,4814499.02,3280,734981.1336,1.65,-6.27
1927431,282148.75,4814499.02,3280,734981.1336,1.68,-6.37
1927491,282148.75,4814499.02,3280,734981.1336,1.63,-6.38
1927451,371481.35,4711754.69,16010,734981.1392,2.1,-6.28
1927631,280852.41,4814985.8,3010,734981.1687,2.64,-6
1927961,282176.62,4814609.3,3090,734981.2507,2.47,-13.06
1929071,281160.88,4814508.8,2930,734981.4195,1.55,-6.3
1930051,281856.75,4814986.54,3180,734981.6429,1.53,-5.53
1930191,389786.34,4729212.01,16510,734981.7924,1.6,-6.45
1931011,281521.87,4849820.41,17740,734982.098,1.67,-6.29
1931601,357177.5,4729919.6,16250,734982.3552,1.93,-6.4
1932061,353853.01,4797573.06,430,734982.4272,1.52,-6.12
1933041,310330.93,4827985.13,29760,734982.6089,2.07,-6.25
1933521,282168,4814342.74,3230,734982.6353,1.62,-6.12
1933571,282161.34,4814387.43,3040,734982.6381,1.52,-6.33
1933621,282280.18,4814806.07,3780,734982.6632,1.53,-6.36
1933731,374050.69,4796189.56,32070,734982.7046,1.85,-6.44
1933811,352507.83,4718385.82,11620,734982.8263,2.01,-6.09
1934441,352572.04,4718317.79,11520,734982.8267,1.66,-5.92
1934501,353754.92,4712127.06,12650,734982.8433,1.5,-6.15
1934671,331895.15,4724710.08,7430,734982.923,1.64,-5.99
1935261,281401.1,4814423.18,3000,734983.18,2.23,-5.39
1935481,310831.29,4815032.97,13000,734983.3066,1.59,-6.06
1935961,247020.67,4842866.07,4280,734983.597,2.55,-6.36
1937481,281026.15,4814101.81,2810,734983.6415,3.24,-5.91
1938241,353119.18,4712362.65,10820,734983.6985,1.63,-6.14
1938361,295864.05,4808733.51,3440,734984.0113,2.6,-6.14
1940241,296259.21,4808399.19,3420,734984.1461,2.23,-5.79
1941591,295977.04,4808985.77,3360,734984.3926,1.65,-5.44
1942161,281455.85,4815611.04,3550,734984.4221,1.73,-6.27
1943681,311255.97,4825824.91,32160,734984.6993,1.84,-5.7
1944741,281502.56,4815053.62,3360,734984.7319,1.67,-6.34
1945011,280456.47,4773373.77,40,734984.744,2.05,-6.29
1945111,281462.1,4815054.93,3310,734984.8847,2.27,-12.18
1946081,281575.37,4815051.25,3520,734984.9265,1.96,-6.12
1946821,296408.32,4808505.85,3610,734984.9961,1.57,-5.6
1946921,326371.06,4765705.79,2950,734985.025,1.67,-6.32
1947041,299970,4737762.02,4670,734985.05,1.55,-6.1
1947161,281496.27,4815109.41,3390,734985.0607,1.59,-6.43
1947341,281306.78,4815260.1,3620,734985.1666,1.53,-6.32
1948481,281379.23,4815246.63,3530,734985.1694,1.55,-6.3
1948611,281261.64,4815117.03,3480,734985.1795,1.57,-6.29
1948881,281301.01,4815082.39,3430,734985.1948,1.86,-6.33
1949101,289766.7,4818014.56,3920,734985.3124,1.86,-6.27
1949931,281442.52,4815200.1,3540,734985.3248,2.31,-6.06
1950061,281179.14,4815319.83,3650,734985.3251,2.61,-5.79
1950111,281782.32,4815189.08,3600,734985.4346,2.68,-6.35
1951211,281275.35,4815539.07,3490,734985.5844,1.51,-5.7
1952391,281211.35,4815563.39,3670,734985.618,1.52,-6.32
1956891,294315.83,4812449,4990,734986.7049,2.17,-5.35
1958801,308656.29,4805424.27,10660,734986.8283,1.61,-5.98
1960151,273613.05,4838053.08,6910,734987.0204,1.61,-5.12
1960591,357761.14,4707189.34,13660,734987.0298,2.23,-6.28
1960831,318797.92,4809634.68,13400,734987.0781,1.69,-5.89
1961031,296526.72,4808669.03,3430,734987.2696,1.82,-6.19
1961691,311219.59,4815022.08,7760,734987.3733,2.02,-6.02
1962241,347965.95,4729449.37,12900,734987.6936,1.73,-6.1
1964001,341500.01,4779283.28,14130,734987.7767,1.81,-6.2
1964491,347785.75,4730197.71,11150,734987.8584,1.57,-5.67
1964461,321916.44,4676756.91,4010,734987.975,1.65,-6.24
1964811,341978.38,4746716.32,11090,734988.1169,1.5,-6.43
1965461,295969.65,4808741.43,3000,734988.362,1.57,-5.5
1966091,349874.73,4711609.82,10660,734988.4093,1.63,-6.48
1969181,327133.6,4694070.9,4040,734989.1235,1.82,-5.8
1969361,372649.94,4678432.26,11310,734989.1383,2.23,-6.02
1969401,332748.24,4766435.82,12750,734989.2427,1.52,-5.93
1969831,298036.33,4775998.72,2550,734989.3344,1.91,-6.32
1973001,280426.49,4815088.62,3000,734990.0724,1.81,-6.2
1973441,374736.52,4705052.82,14390,734990.0954,1.57,-6.27
1973711,358449.78,4751145.98,7470,734990.2031,3.01,-5.56
1974001,330337.82,4736437.38,5510,734990.2172,2.42,-4.89
1974691,282184.9,4814364.43,3190,734990.4207,1.92,-5.98
1975121,295928.05,4809509.72,3350,734990.5118,1.88,-6.16
1975851,282204.67,4814474.97,3170,734990.832,1.66,-6.12
1978851,334587.11,4718256.45,11000,734991.3473,2.2,-6.6
1979971,360568.24,4704933.06,11730,734991.9394,1.75,-5.89
1982541,375499.62,4704050.56,14370,734992.2241,1.79,-6.17
1983521,338124.28,4721039.62,11170,734993.4517,2.23,-6.14
1988771,328202.59,4767859.8,3620,734993.9178,2.11,-6.19
1989471,328203.43,4767893.12,3550,734994.0013,1.64,-5.84
1989681,328040.52,4767897.21,3710,734994.0817,1.51,-6.23
1990161,351197.65,4750821.5,2810,734994.298,1.69,-5.97
1992361,375316.93,4704409.27,14960,734994.9497,1.95,-6.73
1992771,375137.69,4704501.34,15040,734994.9702,1.64,-6.08
1992811,338473.77,4756886.75,11390,734995.0131,1.63,-6.21
1992931,373337.44,4776617.02,16210,734995.473,1.51,-6.21
1994831,345721.28,4768797.43,10910,734995.7566,1.59,-6.12
1995441,281366.05,4814591.09,3570,734996.0363,3.84,-6.27
1995941,281168.31,4814986.64,3000,734996.0372,3.12,-5.32
1995991,281004.47,4814680.66,3110,734996.0389,1.75,-5.26
1996061,280997.17,4815203.45,3180,734996.0491,1.58,-6.44
1996571,281906.01,4814506.87,3230,734996.0688,3.23,-6.3
1997091,281246.33,4814895.16,2860,734996.0747,1.65,-3.98
1997301,281424.53,4815145.09,3260,734996.0755,2.2,-6.38
1997421,281909.97,4814629.04,3000,734996.0811,1.96,-5.97
1997491,281008.81,4814813.94,3060,734996.0831,2.2,-6.04
1997641,281997.17,4815571.25,3710,734996.0852,1.77,-6.02
1997731,281801.18,4814521.39,3120,734996.0975,1.84,-6.16
1998231,281262.72,4815150.35,3000,734996.0988,1.77,-6.26
1998321,281956.54,4814816.54,3360,734996.1018,2.41,-6.19
1998451,281763.97,4814622.65,3270,734996.1053,1.89,-5.89
1998551,282109.36,4815033.96,3640,734996.1084,1.61,-6.08
1998771,281456.66,4814388.02,3000,734996.1178,2.01,-6.28
1998991,281216.7,4815229.67,3550,734996.1249,3.01,-6.19
1999241,281033.29,4815068.86,3170,734996.1255,2.28,-5.57
1999261,280910.93,4815539.8,3320,734996.1272,1.95,-5.95
1999341,281384.8,4815168.62,3390,734996.1288,1.52,-6.26
1999421,281133,4814398.53,2930,734996.1301,1.59,-6.13
1999511,281875.63,4814819.16,3900,734996.1378,1.54,-5.96
1999691,280932.81,4815216.66,3000,734996.1454,1.96,-6.33
1999941,280873.29,4815129.65,3270,734996.1556,1.75,-6.16
2000171,281584.52,4814584,3190,734996.1869,3.35,-6.26
2000891,282110.09,4814555.86,3120,734996.1926,1.5,-5.42
2000991,282287.22,4814272.18,3410,734996.195,2.01,-6.19
2001031,282159.55,4814331.9,3430,734996.2155,1.61,-6.15
2001601,281099.82,4815122.29,3000,734996.2159,1.57,-6.02
2001611,282023.79,4814391.88,3240,734996.2231,1.59,-6.36
2001921,352155.69,4685032.24,28330,734996.2251,1.73,-6.27
2002021,281842.37,4815042.6,3450,734996.292,1.86,-4.69
2002931,281841.65,4815020.39,3030,734996.2971,1.55,-6.16
2003191,281210.57,4815040.86,3020,734996.3171,1.77,-5.5
2003251,281470,4814798.96,3110,734996.33,1.65,-6.27
2003531,282183.08,4814809.21,3600,734996.3369,2.54,-6.26
2003731,281781.04,4814399.74,3000,734996.3651,2.87,-5.85
2004161,281506.16,4815164.68,3530,734996.3713,1.51,-4.4
2004351,356636.7,4799535.7,1110,734996.3993,1.87,-6.36
2004631,281766.84,4814711.51,3210,734996.4106,1.73,-6.14
2004931,281321.63,4814470.23,3010,734996.4264,2.83,-6.07
2005341,280855.3,4815074.65,3010,734996.4288,1.81,-5.69
2005451,280886.94,4815051.38,3000,734996.4288,1.67,-6.25
2005401,282116.56,4814755.77,3560,734996.4541,2.79,-6.14
2005871,281806.22,4814676.88,3370,734996.4932,3.13,-5.7
2006881,281437.11,4815033.5,3260,734996.4943,1.87,-5.63
2006951,281728.95,4815791.19,3170,734996.4984,1.76,-6.09
2007211,280731.99,4815267.67,3190,734996.5017,1.75,-6.09
2007321,282138.32,4814677.24,3400,734996.5052,2.01,-6.19
2007571,281683.43,4815136.7,3590,734996.5651,1.64,-6.06
2009841,282278.38,4814750.54,3760,734996.6847,2.33,-6.39
2009881,282142.65,4814310.21,3050,734996.6868,1.76,-6.01
2009921,282284.87,4814450.14,3330,734996.6937,1.62,-6.29
2010151,282265.82,4814361.82,3210,734996.6978,1.73,-6.24
2010291,282331.62,4814393.04,3240,734996.7009,1.9,-6.27
2010401,282213.48,4814496.92,3310,734996.7018,1.63,-6.05
2010431,282129.87,4814666.4,3190,734996.7048,2.64,-6.32
2010541,282410.39,4814323.79,3510,734996.7057,1.79,-7
2010531,282371.01,4814358.42,3520,734996.7057,1.72,-6.4
2010631,282352.83,4814548.01,3290,734996.7101,1.72,-6.26
2010791,280740.08,4815267.41,3270,734996.7118,1.83,-6.3
2010901,282025.94,4814458.52,3070,734996.7124,1.54,-6.28
2010971,282381.77,4814691.61,3580,734996.7145,2.33,-6.41
2011051,281800.28,4814243.46,3180,734996.8012,2.82,-5.95
2012031,280631.65,4815170.87,3270,734996.917,1.57,-5.64
2013331,280631.65,4815170.87,3270,734996.917,1.54,-6.52
2013371,282328.75,4814304.19,3600,734996.9373,2.07,-6.47
2013571,282368.49,4814280.67,3200,734996.9451,1.57,-6.14
2013821,282334.14,4814470.79,3460,734996.9573,2.14,-6.43
2014131,282285.42,4814216.65,3200,734996.9599,1.6,-5.97
2014251,280529.86,4815029.65,3100,734996.9635,1.77,-6.4
2014351,282167.64,4814331.64,3100,734996.9679,2.13,-6.35
