GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E
2014491,282231.85,4814062.73,3000,734996.974,2.15,-6.08
2014801,300158.55,4738334.51,4180,734996.9866,1.71,-6.08
2014971,282416.88,4814023.4,3100,734996.9985,1.65,-6.27
2015231,282402.49,4814079.45,3130,734996.9985,1.67,-6.34
2015261,282586.97,4814273.62,3430,734997.0152,1.91,-6.25
2015541,282644.17,4814038.29,2910,734997.0198,1.87,-6.35
2015601,299971.02,4738362.17,4000,734997.2795,1.99,-6.2
2017421,300111.72,4738413.66,5200,734997.3395,1.65,-6
2017811,282551.53,4814430.41,3400,734997.4424,2.23,-6.18
2018571,282576.88,4814462.95,3790,734997.4468,1.57,-6.04
2018741,282415.05,4814468.17,3500,734997.4841,2.38,-5.45
2019211,300108.96,4738035.85,4590,734997.5578,1.68,-5.9
2019951,374685.44,4704498.35,15160,734997.6603,2.18,-6.39
2021081,281153.57,4815031.59,3360,734997.6941,1.95,-6
2021411,322323.89,4776233.78,1570,734997.7404,1.72,-5.31
2021751,351516.06,4718062.56,11000,734997.9526,1.5,-6.24
2023851,357283.62,4707954.52,13030,734997.9685,1.54,-6.35
2024091,280496.64,4815253.1,3240,734998.2011,1.59,-6.48
2025491,248017.93,4876931.97,9660,734998.275,2.35,-6.41
2026081,282602.07,4814239.78,3380,734998.2856,2.03,-5.76
2026271,338412.44,4811781.05,4000,734998.6062,1.61,-6.17
2028691,282492.38,4814354.5,3400,734998.626,1.54,-6.21
2028841,357066.93,4799937.7,2230,734998.631,1.63,-6.35
2029651,299821.62,4738010.84,4000,734999.0335,1.5,-5.08
2030771,318586.33,4784756.32,4890,734999.0771,1.54,-6.3
2030981,369978.66,4724479.43,14930,734999.1926,1.81,-6.27
2035101,322335.24,4776044.56,1730,735000.4905,1.75,-5.72
2036481,344962.61,4741659.75,9740,735000.5652,2.4,-5.9
2038651,281377.43,4815191.09,3450,735000.9634,1.62,-6.17
2038791,281556.64,4814473.72,3000,735000.9656,1.73,-6.36
2038831,281482.74,4814442.76,3000,735000.973,1.69,-6.33
2040171,335071.6,4693245.94,40260,735001.294,1.93,-5.36
2040501,281135.95,4814987.69,3440,735001.3087,1.72,-11.99
2040641,295086.33,4799652.76,4010,735001.3346,1.5,-5.91
2040831,281151.05,4814953.85,3220,735001.3717,1.5,-6.3
2041161,282242.26,4814384.81,3230,735001.4772,1.55,-6.58
2041641,293633.34,4812647.73,4870,735001.6887,1.61,-5.29
2042571,358519.38,4723415.32,6910,735001.7133,1.99,-6.18
2042741,342455.45,4753260.82,10330,735001.876,1.87,-6
2043361,342716.65,4753254.83,9630,735001.8794,1.57,-5.86
2043451,341333.67,4753486.65,4000,735001.8873,2.87,-6.28
2043511,294575.57,4809806.45,2790,735002.0923,1.51,-5.61
2044541,297040.67,4739792.66,3040,735002.1673,1.9,-6.48
2044761,296984.06,4739816.55,3170,735002.1747,2.32,-6.01
2044811,296254.38,4739504.63,4010,735002.1772,1.89,-5.82
2044851,282620.92,4814572.71,3620,735002.4959,1.68,-6.11
2046681,342198.08,4737744.87,12860,735002.8769,1.66,-6.24
2048131,281578.76,4814406.3,3000,735002.9832,2.02,-6.11
2048361,343720.18,4715578.37,4000,735003.1786,1.5,-6.19
2049891,337576.64,4807333.93,1970,735003.4182,1.61,-5.87
2053831,356110.6,4721942.94,12940,735004.1836,1.73,-5.57
2053871,338489.32,4734908.51,6670,735004.1949,1.63,-6.38
2053911,289735.8,4820650.32,4000,735004.2028,3.36,-5.99
2054081,324644.21,4751414.61,11230,735004.8396,1.81,-3.66
2056081,299111.09,4805634.73,4590,735004.9049,1.97,-5.2
2056311,298808.45,4741174.65,2740,735005.0454,1.85,-6
2056961,328321.85,4722164.27,24660,735005.2191,1.81,-6.05
2057221,349979.03,4716440.26,11930,735005.4001,1.56,-6.21
2057981,327440.33,4775746.73,17900,735005.5377,1.85,-6.27
2058601,375766.72,4688995.07,4000,735005.6862,1.67,-6.24
2059221,343459.96,4714962.06,11700,735005.8442,1.65,-5.82
2059711,324935.77,4774277.01,4330,735006.2012,1.55,-6.22
2060941,312823.85,4789580.53,8810,735006.3354,2.32,-6.31
2061531,280976.88,4815326.41,3620,735006.5527,2.85,-2.69
2062791,280538.78,4815551.92,3840,735006.5549,1.51,-5.57
2062881,280747.68,4815500.64,3530,735006.5571,1.74,-6.35
2063131,280782.57,4815577.33,3490,735006.5604,1.81,-6.21
2063271,280686.57,4815613.81,3540,735006.5604,1.79,-6.29
2063321,280694.43,4815357.84,3440,735006.5691,1.57,-6.16
2063541,281113.48,4815044.01,3110,735006.5847,1.64,-6.32
2063781,280739.59,4815500.9,3470,735006.6618,1.76,-6.31
2064661,280681.87,4815469.43,3490,735006.6704,1.51,-6.24
2064781,280925.59,4814994.53,3190,735006.7244,2.32,-6.36
2065021,280883.04,4815429.53,3590,735006.7457,1.54,-5.02
2065241,281092.52,4815645.08,3990,735006.8135,1.81,-6.37
2065501,323063.09,4705728.72,29990,735006.8591,1.56,-6.1
2065851,373593.91,4776845.55,16670,735006.868,1.73,-11.44
2066011,287748.84,4841169.39,10410,735006.9607,1.76,-6.17
2066191,290173.48,4821192.5,4900,735007.0665,1.7,-6.27
2066651,290302.58,4820921.66,4700,735007.318,1.53,-6.25
2067611,290384.22,4820685.65,5460,735007.5172,1.56,-5.67
2068321,312574.31,4802869.19,12410,735007.6801,1.51,-5.33
2068521,387108.99,4678518.35,5710,735008.1889,1.7,-6.1
2070111,356219.32,4800122.32,3020,735008.3823,1.53,-4.99
2071521,378161.96,4677923.59,9080,735008.6466,1.52,-5.7
2072411,301781.5,4740955.13,5960,735008.6647,1.53,-6.09
2072531,264292.51,4865476.83,10640,735008.9832,1.81,-6.2
2073461,299755.14,4803837.06,3920,735009.0575,2.27,-6.2
2073781,345608.44,4740911.96,11990,735009.2876,1.8,-5.81
2074471,351290.6,4723622.23,9280,735009.6725,1.52,-5.89
2076991,277017.7,4851748.76,12040,735009.8717,1.55,-6.28
2077251,279163.69,4857181.23,34220,735010.2299,1.51,-6.23
2078881,280696.13,4851659.93,32440,735010.2306,1.71,-6.24
2078951,314032.12,4738468.89,4010,735010.3505,1.53,-6.21
2079831,318696.19,4810370.95,13270,735010.3947,1.51,-5.22
2080101,341496.16,4779816.72,14440,735010.8271,2.05,-6.19
2081901,355961.46,4711581.1,12750,735011.154,1.65,-4.88
2082071,289958.71,4821310.38,4000,735011.1626,1.6,-6.01
2082331,331620.38,4742017.33,7060,735011.5882,1.5,-5.76
2083151,344905.41,4740572.21,9260,735011.7136,1.71,-6.22
2083561,355821.64,4776387.37,23180,735011.918,1.76,-5.92
2084141,367062.31,4782358.04,21780,735012.0834,1.51,-5.05
2084211,366751.24,4782664.09,21880,735012.0862,1.89,-6.63
2084251,367269.61,4782565.08,22210,735012.0916,1.54,-6.13
2084291,366907.69,4782349.95,22420,735012.0951,1.65,-6.31
2084311,337537.48,4807390.43,2130,735012.4205,1.62,-6.13
2085511,299382.39,4737267.81,3570,735013.0955,1.77,-6.21
2087091,349557.88,4713671.95,10930,735013.1445,1.61,-6.13
2087571,355682.88,4776368.09,23070,735013.542,1.79,-6.03
2088531,342144.18,4773723.7,14740,735013.5563,1.85,-6.2
2088641,339294.25,4702402.44,11000,735013.6359,1.7,-6.04
2088931,359307.47,4709679.65,17340,735013.6559,1.79,-6.52
2088981,361343.11,4721092.02,12690,735013.7171,1.67,-6.02
2089151,353883.37,4777839.69,14220,735013.7828,1.51,-6.36
2089361,306486.76,4815423.19,12310,735013.8195,1.51,-5.67
2089411,322203.22,4771602.76,56670,735013.9764,3.69,-6.18
2089931,300668.62,4804010.14,4870,735014.1659,1.51,-5.6
2090261,309587.68,4768553.18,1020,735014.4952,1.74,-5.93
2090891,336407.95,4708069.24,12200,735014.5304,1.84,-6.17
2090991,357669.75,4799680.55,2490,735015.5369,1.68,-6.11
2093211,281410.11,4814700.84,3090,735015.9936,2.39,-6.42
2094421,377498.92,4719976.95,11180,735016.3107,1.72,-5.84
2095011,375825.92,4704366.86,15090,735016.429,1.86,-6.05
2095751,358022.41,4692942.54,2790,735016.7618,1.76,-6.21
2096231,377371.79,4742828.55,44610,735016.9852,1.78,-5.61
2096301,331722.57,4733792.28,4010,735017.21,1.53,-6.27
2096601,355842.52,4776220.27,23590,735017.2624,2.05,-6.13
2096671,233115.74,4876782.99,13050,735017.2668,1.79,-6.13
2096701,302415.19,4806326.48,2000,735017.3775,1.59,-6.55
2096941,331720.09,4754437.86,7510,735017.4576,1.69,-5.69
2097141,422426.09,4665447.03,11940,735017.8034,2.05,-6.18
2097591,356403,4697108.07,4010,735017.8267,1.55,-5.8
2097611,298647.68,4701123.38,4000,735017.9118,1.68,-6.48
2097631,367326.47,4702757.23,11250,735018.2262,1.99,-5.98
2097981,339525.29,4741773.13,3000,735018.2388,2.01,-6.18
2098051,356087.33,4776637.29,23280,735018.2712,1.67,-5.94
2098131,311792.76,4725971.66,4000,735018.3046,1.94,-6.13
2098301,339524.77,4741750.92,3100,735018.3622,1.71,-6.23
2098741,298977.4,4816643.67,5560,735018.4433,1.88,-6.09
2098811,298401.94,4817161.11,6830,735018.4524,2.48,-6.15
2098881,298533.56,4817501.78,5810,735018.5883,1.68,-5.79
2099221,356274.88,4776655.56,22860,735018.8609,1.54,-6.26
2099801,311713.71,4741710.22,4000,735018.9372,2.39,-6.31
2099871,355976.97,4776806.28,23540,735019.1731,1.51,-5.65
2100181,381817.76,4768299.86,18470,735019.282,1.82,-6.41
2100581,339770.05,4741745.21,3210,735019.326,1.55,-5.3
2100601,356514.64,4702937.95,13040,735019.3867,2.47,-6.18
2100761,356215.71,4703199.61,13180,735019.3873,2.15,-5.73
2100791,356845.32,4703020.02,13970,735019.3933,1.5,-6.01
2100821,381687.02,4768746.47,17980,735019.5856,1.77,-5.91
2101411,356026.81,4799459.76,1560,735019.6339,1.79,-6.07
2101421,358354.84,4799477.29,2650,735019.6823,1.64,-6.09
2101541,316674.46,4694837.25,11660,735019.7938,1.81,-6.48
2101751,306370.49,4764331.18,5240,735020.336,1.55,-6.15
2102261,296887.18,4808257.98,3420,735020.4226,1.73,-6.27
2102381,305528.22,4764544.01,3310,735020.4574,2.69,-6.03
2102491,306010.93,4764308.02,3980,735020.4683,1.54,-5.66
2102541,296269.86,4740582.32,3000,735020.6338,1.77,-6.37
2102791,294212.06,4810906.96,3200,735020.8494,1.79,-6.12
2103171,365001.12,4704568.08,11680,735021.0576,2.61,-6.26
2103501,370681.63,4736630.08,17990,735021.256,2.11,-5.64
2103811,299911.19,4806366.86,3980,735021.4161,1.73,-6.13
2104161,298055.44,4740896.57,3230,735021.948,1.9,-6.19
2105571,338955.04,4741875.33,2690,735022.1245,1.54,-6.1
2105801,362897.4,4702120.83,14750,735022.2177,1.77,-6.35
2105991,366676.19,4703158.42,11250,735022.3529,2.41,-6.07
2106321,366490.37,4703761.82,10520,735022.3603,1.8,-5.91
2106381,296355.96,4741280.02,2880,735022.4165,1.53,-6.16
2106581,312469.21,4709395.11,7940,735022.5533,1.59,-6.34
2107011,341807.1,4749220.21,10330,735022.6171,1.61,-5.91
2107161,366693.85,4702791.51,10800,735022.6693,2.37,-6.1
2107271,306193.49,4778196.06,6890,735022.7897,1.57,-5.88
2107601,351119.41,4711805.26,8040,735023.0741,2.23,-5.63
2107881,299303.78,4743005.24,4010,735023.0977,2.61,-5.92
2107941,298630.39,4817220.97,5700,735023.1231,1.88,-5.7
2108071,367211.38,4702759.42,11310,735023.1786,2.13,-5.47
2108141,299958.63,4810700.68,3060,735023.2358,2.25,-6
2109341,337946.79,4810936.57,35690,735023.5953,1.96,-5.75
2109441,367162.23,4702338.25,10750,735023.664,1.79,-12.04
2109681,324330.07,4712585.88,3780,735023.7361,2.21,-6.16
2109851,298536.56,4737470.28,3650,735023.8303,1.53,-6.06
2109911,359092.42,4721348.46,15110,735024.0296,1.79,-6.27
2110581,356004.74,4776194.62,23020,735024.2367,2.55,-5.3
2111131,358482.78,4720416.59,17210,735024.5374,2.29,-5.99
2111661,309442.36,4708143.75,2640,735024.5704,2,-6.01
2112391,277839.44,4832351.84,5920,735024.6816,1.65,-5.6
2112451,337750.6,4756681.59,12630,735025.7607,1.56,-6.17
2115761,355881.55,4776141.67,23170,735025.8127,1.65,-6.16
2115901,297842.88,4740347.06,1420,735025.9917,2.39,-6.18
2116191,298612.77,4740080,1500,735025.9917,2.42,-5.94
2116221,298610.28,4737190.26,3370,735026.1037,2.2,-5.96
2116591,388721.63,4754032.37,12090,735026.3105,1.51,-5.29
2116841,330143.64,4736864.4,11160,735026.3507,2.25,-6.42
2116931,306428.52,4800674.86,14210,735026.4131,1.69,-5.71
2117341,315026.26,4700103.41,10780,735026.5274,1.9,-6.96
2118121,333852.16,4754130.34,9700,735026.7356,2.03,-5.97
2118811,314985.25,4827110.42,30000,735027.0724,1.93,-6.5
2118901,314699.56,4825251.01,30490,735027.0724,1.89,-6.29
2118841,313973.6,4827638.57,33720,735027.0729,1.57,-6.13
2118881,314913.79,4828034.92,33380,735027.097,1.85,-6.47
2118961,325793.68,4689881.9,4190,735027.6605,1.56,-6.21
2120151,336136.37,4755742.16,11640,735028.2469,1.73,-6.28
2121351,373239.42,4776596.63,16050,735028.2669,1.85,-6.19
2121371,373195.03,4776397.49,16030,735028.3106,2.16,-6.29
2121441,297088.55,4808485.37,3340,735028.6379,1.53,-6.03
2122241,298646.83,4741246.05,3040,735028.8007,1.85,-6.39
2122561,296896.18,4807479.57,3260,735028.8365,1.78,-6.22
2124171,296604.47,4737215.75,4000,735029.3977,1.59,-5.6
2124291,357044.38,4799638.18,1960,735029.4163,1.57,-6.28
2124431,337830.81,4810828.24,2440,735029.5448,1.59,-6.24
2124851,334652.84,4765978.36,12990,735029.7219,1.58,-6.38
2125511,300721.84,4736006.41,4000,735029.9658,1.77,-6.06
2126061,261564.21,4861381.59,10070,735030.1993,1.63,-6.23
2126671,296677.63,4808297.64,3550,735030.3434,1.61,-6.42
2126991,333936.28,4745439.02,9650,735030.4265,1.77,-6.27
2127111,377580.37,4670103.24,10900,735030.8044,1.73,-6.18
2128261,376088.64,4667963.45,6300,735030.8298,1.64,-5.81
2128421,376847.32,4669760.59,11770,735030.8355,2.06,-6.28
2128441,375712.77,4669613.9,9080,735030.845,1.67,-6
2128461,346674.65,4741032.59,12160,735030.9014,1.96,-6.15
2128611,346831.24,4741084.66,12400,735030.9327,1.95,-6.11
2128631,376587.67,4670031.7,11450,735030.9717,1.77,-6.05
2128691,264607.65,4838175.01,42340,735031.2471,1.65,-6.15
2129041,356119.09,4776214.43,22480,735031.4946,1.55,-5.65
2130041,298380.65,4704131.86,4000,735031.7297,1.69,-5.15
2131201,339453,4741830.37,3120,735032.1609,1.8,-6.38
2131821,276502.61,4839490.31,4450,735032.603,1.52,-6.23
2133021,356954.15,4799973.41,3000,735032.6391,1.69,-6.33
2133121,327885.02,4769812.48,1600,735032.8764,1.7,-6.07
2134731,327515.8,4769066.14,3000,735033.243,1.54,-5.47
2134851,299787.13,4703535.64,4040,735033.3729,2.24,-6.32
2135281,362092.35,4676643.14,8510,735033.703,1.85,-5.84
2135861,320297.33,4741392.13,10780,735033.7985,1.67,-6.24
2136111,324640.87,4717411.64,7180,735033.8608,1.7,-6.18
2136341,351918.79,4709221.91,11240,735034.2902,1.97,-4.5
2137011,333791.66,4739442.32,6920,735034.6208,1.64,-6.06
2137801,296843.35,4808148.14,3450,735034.651,1.64,-6.26
2137891,333099.94,4739603.47,4010,735034.7142,1.69,-6.26
2139651,326894.79,4763203.31,2300,735035.2636,1.71,-5.97
2139911,341027.12,4720605.83,11150,735035.5721,1.73,-6.13
2140371,323178.39,4765209.73,7650,735035.8801,1.83,-5.44
2140861,373830.5,4705413.5,13150,735036.1332,2.09,-6.27
2141411,299223.65,4739973.27,16000,735036.3307,1.55,-5.98
2141891,249697.73,4854399.51,12530,735036.3439,1.83,-6.24
2141961,343604.48,4746690.27,7270,735036.5799,1.69,-6.34
2142331,359815.75,4749640.39,2850,735036.5871,1.57,-6.18
2142341,263897.46,4861832.01,9200,735036.6641,1.55,-6.2
2142471,329429.71,4697692.25,8310,735036.8874,2.62,-6.55
2142851,331136.69,4698484.1,7980,735036.9552,1.54,-5.32
2142901,295912.16,4809788.11,3740,735037.0652,1.7,-6.06
2142951,337691.69,4810431.53,1760,735037.5441,1.63,-6.24
2143511,341675.3,4756612.09,11170,735037.6416,1.64,-6.47
2143771,372584.18,4680721.58,10620,735037.8246,1.53,-6.26
2144191,365527.4,4802908.42,27150,735037.9378,1.72,-6.36
2144401,333476.83,4739283.24,6490,735037.999,1.67,-6.64
2144441,333355.49,4739341.73,6270,735038.0764,1.88,-6.12
2144561,333457.26,4739150.38,6710,735038.1194,1.83,-6.12
2144661,333491.85,4739227.32,7280,735038.1291,2.15,-6.16
2144681,333291.93,4739421.04,5340,735038.1381,1.67,-6.01
2144721,370228.53,4669290.67,4060,735038.1422,2.4,-6.22
2144921,333402.56,4739596.15,7990,735038.2419,1.53,-5.63
2145141,333393.16,4739207.48,6090,735038.3001,2.61,-5.73
2145231,333155.85,4739546.56,3700,735038.3032,1.57,-5.7
2145311,333538.78,4739137.3,6340,735038.3787,2.78,-6.26
2145571,333739.37,4739310.24,5700,735038.4076,1.82,-5.61
2145741,333331.76,4739375.64,5410,735038.4123,1.63,-6.05
2145761,277813.54,4837167.2,4820,735038.4805,2.14,-6.24
2146191,333724.89,4739388.37,5880,735038.4818,1.55,-6.13
2146211,277717.76,4836714.5,4630,735038.4878,1.64,-6.14
2146251,333547.63,4739503.76,5300,735038.5099,2.06,-6.4
2146361,333802.66,4739219.82,7090,735038.5155,2,-5.95
2146381,333331.49,4739364.53,6230,735039.0903,2.64,-6.09
2147711,379821.01,4682759.9,17990,735039.0926,1.66,-5.76
2147741,333759.63,4739131.97,7140,735039.102,2.05,-6.22
2147771,373261.34,4776462.91,15950,735039.1631,1.89,-5.95
2147941,329965.72,4832826.44,29690,735039.2311,2.68,-6.14
2148361,356287.64,4776488.63,22870,735039.2901,1.95,-5.35
2148401,334183.62,4739066.2,8080,735039.3081,1.86,-6.08
2148571,333780.8,4739331.46,5030,735039.4314,1.81,-5.09
2148851,294432.61,4806442.5,4500,735039.4916,2.49,-6.12
2149001,294476.49,4806552.33,4830,735039.5092,1.74,-5.8
2149071,310627.91,4707289.06,10060,735039.5556,1.58,-6.26
2149201,333597.38,4739191.44,5070,735039.826,2.83,-5.22
2149711,333568.29,4739003.25,6110,735039.8383,1.93,-5.55
2149811,333612,4738779.96,5850,735039.874,2.34,-5.91
2149931,343982.21,4696818.88,11280,735039.9038,1.67,-5.77
2149961,334059.86,4739024.73,6060,735039.9175,1.57,-6.17
2150051,334306.31,4739063.25,7150,735039.9602,1.55,-6.27
2150161,333952.03,4739305.11,5900,735039.9769,1.72,-5.98
2150281,333964.91,4739160.36,5890,735040.0004,1.73,-6.31
2150311,333504.05,4739393.7,5680,735040.0458,3.06,-6.17
2150391,333699.55,4739355.64,5850,735040.0529,1.86,-5.43
2150471,334029.81,4739136.57,6660,735040.0981,1.85,-6.08
2150541,297360.77,4805942.69,2950,735040.2185,1.51,-6.09
2150821,333901.62,4739250.77,6480,735040.3503,2.11,-6.52
2151171,333508.61,4739582.48,6480,735040.383,1.6,-5.64
2151251,333664.81,4739612.05,7340,735040.4062,2,-6.01
2151441,310973.49,4815195.7,32240,735040.4223,2.01,-5.88
2151531,304375.39,4751572.93,4000,735040.5451,1.71,-6.32
2155101,334353.88,4739339.9,6860,735040.6339,2.24,-6.22
2157621,303749.68,4757981.6,5240,735040.8222,1.71,-5.03
2162051,333551.65,4739670.33,6690,735040.9329,1.82,-6.22
2163941,301278.01,4793543.5,4440,735040.9342,1.91,-6.19
2164011,375041.01,4776341.17,17530,735041.0591,1.56,-6.15
2165861,314520.96,4704628.45,10880,735041.3939,1.61,-6.45
2170181,381264.4,4776285.45,23370,735041.9956,1.63,-6.12
2175591,297518.79,4805804.56,3020,735042.0709,3.14,-6.22
2176231,305731.3,4759625.66,8390,735042.1313,1.95,-5.47
2176921,333759.09,4739109.76,3840,735042.2478,1.57,-6.09
2177821,338591.05,4812476.86,2200,735042.3156,1.59,-5.88
2178371,258080.08,4797749.86,5480,735042.3766,1.65,-6.24
2178791,257483.59,4795836.22,6810,735042.3791,1.63,-6.32
2183161,333266.2,4739710.57,6240,735042.7811,1.62,-6.26
2184441,343802.8,4751818.95,10770,735042.8322,1.51,-6.15
2185341,333339.81,4739708.79,6960,735042.9159,1.6,-6.19
2186351,295080.25,4810146.83,3360,735043.0191,2.07,-6.1
2187381,369336.35,4736899.81,4000,735043.0528,1.59,-6.04
2187581,295210.47,4809898.31,3490,735043.0775,2.27,-6.38
2187801,334142.19,4739044.98,6740,735043.1409,1.51,-5.86
2188311,352728.18,4723735.95,10040,735043.2264,1.71,-6.07
2189181,347034.22,4702717.26,12000,735043.3472,2.22,-5.98
2190161,304323.49,4751185.4,6080,735043.5887,1.8,-5.9
2192001,296885.51,4808202.45,3520,735043.5969,2.19,-5.84
2192071,356736.33,4799644.7,2330,735043.6082,1.73,-5.94
2192241,333591.74,4739636.03,5790,735043.6237,1.66,-6.11
2192381,341090.4,4748970.08,12570,735043.7548,1.9,-6.17
2192981,295165.69,4802540.6,29810,735043.7671,1.68,-5.94
2193051,333338.59,4739319.91,5750,735043.8774,1.95,-5.94
2193631,333301.46,4739476.37,7040,735043.9735,1.87,-6.04
2193981,333280.41,4739621.33,4040,735043.9744,1.9,-5.91
2194001,334711.53,4772444.08,13070,735043.9844,1.96,-6.03
2195671,333497.75,4739471.63,6840,735044.3313,1.95,-5.46
2196071,333337.12,4739597.74,6260,735044.3358,1.63,-6.05
2196121,296663.78,4808375.87,3670,735044.355,1.71,-6.38
2196191,333502.04,4739649.31,8100,735044.357,1.79,-6.15
2196231,333261.37,4739510.68,7360,735044.3723,2.32,-6.06
2196411,332945.78,4739996.11,4010,735044.3731,1.61,-5.74
2196441,304511.63,4751191.16,6340,735044.3909,1.75,-6.29
2196491,337533.6,4776376.56,12300,735044.3967,1.69,-6.16
2196551,339184.55,4811562.56,2770,735044.4119,1.63,-6.29
2196721,333469.86,4739672.31,6790,735044.448,1.59,-5.25
2196861,341133.38,4812138.64,2160,735044.5436,1.59,-6.06
2197421,306237.2,4816597.5,11620,735044.8171,1.56,-6.65
2200721,290001.39,4812559.82,6280,735044.8315,1.54,-6.18
2200911,315887.98,4717415.96,4200,735045.0396,1.97,-6.12
2203341,327426.06,4766156.93,2790,735045.2589,2.08,-5.78
2203941,328042.1,4766663.69,1250,735045.2596,1.59,-6.03
2203991,336895.22,4748846.11,9630,735045.533,1.79,-6.05
2207701,297453.43,4805517.5,2890,735045.5342,1.53,-6.02
2207751,336384.06,4748658.25,9480,735045.5364,2.25,-6.41
2207781,337465.39,4748765.94,9830,735045.5793,1.67,-5.75
2208561,311144.06,4804509.53,14160,735046.1309,3.76,-6.26
2214441,333177.43,4739423.81,6700,735046.4369,1.98,-5.9
2215791,338550.35,4810777.63,2260,735046.6003,1.52,-5.99
2219271,297470.86,4737434.79,3920,735046.9499,1.77,-5.95
2220351,293227.5,4804155.92,4100,735046.9562,1.83,-6.13
2220421,297755.58,4737648.73,4450,735047.0291,1.5,-6.12
2220761,297354.97,4737671.6,4000,735047.0519,1.52,-6.34
2221241,382329.6,4766802.49,17210,735047.0906,1.72,-5.47
2221321,297392.62,4737559.35,4010,735047.1466,1.77,-6.16
2221741,306378.35,4749860.18,4000,735047.229,1.65,-5.57
2229441,350507.71,4754025.14,15410,735047.9378,1.86,-4.78
2230141,350304.41,4754062.9,15920,735047.9484,1.83,-6.09
2230231,300308.96,4736740.78,2100,735047.9499,1.61,-6.26
2231161,327539.56,4754463.85,8520,735048.2479,1.7,-6.1
2232031,333198.62,4739623.31,6020,735048.6578,1.78,-5.92
2235871,349634.66,4812154.72,5310,735048.828,1.58,-5.98
2237291,323609.42,4683003.14,14010,735048.8654,1.99,-6.29
2237531,330701.47,4743906.63,8150,735049.0589,1.53,-5.92
